SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2024-2025,PPV-25-0113,February,II,Nueva Vizcaya,Aritao,Poblacion,16.289179,121.034529,Red onion,12/15/2024,0.5,Red Pinoy,Vegetative,Cutworm,0.5,0.1,20,9,,0.1,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPM-25-0114,February,II,Isabela,City of Ilagan ,Capo,17.166152,121.906277,Snow cabbage,8/1/2025,3.5,-,Harvestable,Armyworm,3.5,0.028,8,9,2,0.028,0,Advised farmers to harvest to avoid further damage on the vegetable.,,11-Feb-25,3,2025
DS 2024-2025,PPM-25-0115,February,II,Isabela,Aurora,Diamantina,16.999253,121.659555,Calamansi,6/1/2015,3,Calamondin,Fruiting Stage,Rind borer,3,0.15,5,3,-,0.15,0,Advised farmers to spray recommended insecticide for the management of the pest and conduct continuous monitoring.,,13-Feb-25,5,2025
DS 2024-2025,PPM-25-0116,February,II,Isabela,Aurora,Diamantina,16.999191,121.659615,Calamansi,6/1/2015,3,Calamondin,Fruiting Stage,Scab,3,0.9,30,5,-,0,0.9,Advised farmers to spray recommended fungicide for management and conduct continuous monitoring.,,13-Feb-25,5,2025
DS 2024-2025,PPM-25-0117,February,II,Isabela,Aurora,Bolinao,16.996807,121.656244,Eggplant,12/25/2024,3,Long purple,Fruiting Stage,Fruit borer,3,0.3,10,3,-,0.3,0,Advised farmers to spray recommended insecticide for the management of the pest and conduct continuous monitoring.,,13-Feb-25,8,2025
DS 2024-2025,PPM-25-0118,February,II,Isabela,Roxas,San Placido,17.1329183,121.600018,Tomato,10/1/2025,0.5,Diamante Max F1,Vegetative,Leaf miner,0.5,0.1,21,1,-,0.1,0,Advised farmer to spray insecticide for management and conduct a regular monitoring.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0119,February,II,Isabela,Roxas,San Placido,17.132865,121.599942,Squash,1/15/2025,1,Suprema F1,Vegetative,Squash beetle,1,0.2,15.5,3,-,1,0,Advised farmer to spray insecticide for management and conduct a regular monitoring.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0120,February,II,Quirino,Diffun,Cajel,16.545648,121.528332,Banana,1/5/2024,3,Laccatan,9 months,Leaf roll,3,0.205,6.84,5,-,0,0.205,Advised farmers to spray insecticide for the management.,,11-Feb-25,2,2025
DS 2024-2025,PPM-25-0121,February,II,Cagayan,Gonzaga,Cabanbanan,18.2459716,121.936613,String beans,5/1/2025,0.2,Pantastiko`,Flowering,Leaf miner flies,0.2,0.1,50,1,-,0.1,0,Advised farmers to apply BCA for management.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0122,February,II,Cagayan,Gonzaga,Cabanbanan,18.2459716,121.936613,Eggplant,5/1/2025,0.2,Fortuner F1,Flowering,Verticillium wilt,0.2,0.1,50,1,-,0.1,0,Advised farmer to use fungicide ti manange the disease.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0123,February,II,Isabela,Aurora,Malasin,17.0027,121.6732,Eggplant,2/12/2024,3,Longpurple,Fruiting Stage,Fruit borer,3,0.3,10,3,-,0.3,0,Advised farmers to spray insecticide for management of fruit borer and conduct continuous monitoring.,,19-Feb-25,5,2025
DS 2024-2025,PPM-25-0124,February,II,Isabela,Aurora,Bannagao,16.9928281,121.682813,Eggplant,2/12/2024,2,Longpurple,Fruiting Stage,Shoot borer,2,0.04,2,3,-,0.04,0,Advised farmers to spray insecticide for management of shoot borer and conduct continuous monitoring.,,19-Feb-25,3,2025
DS 2024-2025,PPV-25-0125,February,II,Cagayan,Gonzaga,Callao Katarawan Swisa,18.2952833,122.030122,Squash,1/15/2025,0.8,Gracia f1,Vegetative,Red pumpkin beetle,0.8,0.8,100,8,-,0,0.8,Advised farmer to use organic method of controlling the pest using ashes.,,21-Feb-25,1,2025
DS 2024-2025,PPV-25-0126,February,II,Cagayan,Gonzaga,Callao Katarawan Swisa,18.2959583,122.020158,Sitao,1/15/2025,0.3,,Flowering,Bean common mosaic,0.3,0.3,100,5,-,0,0.3,Advised farmer to use organic method of controlling the pest using ashes.,,21-Feb-25,1,2025
DS 2024-2025,PPM-25-0127,February,II,Quirino,Maddela,Balligui,16.366907,121.63179,Banana,1/4/2016,25,Saba/Dippig,Reproductive,Banana pseudostem weevil,25,1.11,4.44,3,-,0,1.11,Advised farmers to remove and burn the affected plants and spray insecticide to manage the pest. Conduct a regular monitoring.,,18-Feb-25,3,2025
DS 2024-2025,PPV-25-0128,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Thrips,1,1,100,9,,0,1,Advised farmer spray recommended insecticide to manage the pest and conduct continuous monitoring.,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0129,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Onion Twister,1,1,100,9,,0,1,Advised farmer spray recommended insecticide to manage the pest and conduct continuous monitoring.,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0130,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Dumping-off,1,1,100,9,,0,1,Advised farmer spray fungicide to manage the disease and conduct continuous monitoring,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0131,February,ll,Nueva Vizcaya,Aritao,Banganan,16.2349857,121.050311,Onion,12/29/2024,0.2,Red Pinoy,Bulb formation,Dumping-off,0.2,0.1,50,9,,0,0.1,Advised farmer spray fungicide to manage the disease and conduct continuous monitoring,,26-Feb-25,1,2025
DS 2024-2025,PPM-25-0132,February,II,Isabela,San Guillermo,Palawan,16.705225,121.85233,Banana,1/8/2024,3,Lakatan,Vegetative,Black Sigatoka,3,1.6,20,3,,0.6,0,Reminded AEW to advise farmers to conduct continuous monitoring and spraying fungicide if needed.,,25-Feb-25,4,2025
DS 2024-2025,PPM-25-0133,February,II,Isabela,Cabatuan,Del Pilar,16.964418,121.653833,Pole Sitao,1/15/2025,0.25,Negro Star,Flowering,Leaf miner,0.25,0.075,6,9,,0.075,0,Farmers sprayed insecticide to manage the pest. Advised farmers to monitor the area regularly and conduct a follow-up application if needed.,,26-Feb-25,2,2025
DS 2024-2025,PPM-25-0134,February,II,Isabela,Aurora,Kalabaza,16.971879,121.625779,Calamansi,1/6/2018,3,Calamondin,Fruiting Stage,Scab,3,0.15,5,3,-,0.15,0,Advised farmers to spray recommended fungicide for the management of the disease and conduct continuous monitoring.,,25-Feb-25,6,2025
DS 2024-2025,PPV-25-0135,February,II,Cagayan,Gonzaga,Bagsang Sta Clara,18.2255726,122.06504,Bitter gourd,1/15/2025,0.5,Mestisa,Fruiting Stage,Fruit fly,0.5,0.5,100,1,-,0.5,0,Advised the farmer to spray BCA aside from using insecticide and conduct regular monitoring.,,24-Feb-25,1,2025
DS 2024-2025,PPV-25-0136,March,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red pinoy,Vegetative,Cutworm,0.3,0.06,20,9,,0.06,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0137,March,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red pinoy,Vegetative,Onion armyworm,0.3,0.06,20,9,,0.06,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0138,March,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,12/9/2024,0.1,Red nirvana,Vegetative,Cutworm,0.1,0.02,20,9,,0.02,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0139,March,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,12/9/2024,0.1,Red nirvana,Vegetative,Onion armyworm,0.1,0.02,20,9,,0.02,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0140,March,II,Nueva Vizcaya,Aritao,Poblacion,16.289179,121.034529,Red onion,12/15/2024,0.5,Red pinoy,Vegetative,Cutworm,0.5,0.1,20,9,,0.1,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0141,March,II,Nueva Vizcaya,Aritao,Poblacion,16.289179,121.034529,Red onion,12/15/2024,0.5,Red pinoy,Vegetative,Onion armyworm,0.5,0.1,20,9,,0.1,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPM-25-0142,March,II,Cagayan,Gonzaga,Pateng,18.2586291,121.987976,Bean,5/2/2025,0.5,Sumilag,Flowering,Aphids,0.5,0.5,100,1,-,0.5,0,Advised farmer to apply bio control agents to manage the pest and conduct a regular monitoring.,,"March 05, 2025",1,2025
DS 2024-2025,PPM-25-0143,March,II,Cagayan,Gonzaga,Pateng,18.2586291,121.987976,Bean,6/2/2025,0.6,Sumilag,Flowering,Leaf miners,0.5,0.5,100,1,-,0.5,0,Advised farmer to apply bio control agents to manage the pest and conduct a regular monitoring.,,"March 06, 2025",1,2025
DS 2024-2025,PPM-25-0144,March,II,Isabela,Burgos,Singson,17.035324,121.744795,Calamansi,7/1/2016,2,Calamondin,Fruiting Stage,Citrus Scab,2,1,50,5,-,0,1,Advised farmers to spray recommended fungicide to manage the incidence of diseases and conduct continuous monitoring.,,"March 04, 2025",4,2025
DS 2024-2025,PPM-25-0145,March,II,Isabela,Aurora,Sta. Rosa,16.98958,121.633615,Calamansi,7/1/2017,1,Calamondin,Fruiting Stage,Citrus mealy bug,1,0.05,5,3,-,0.05,0,Advised farmers to spray recommended insecticide to manage the pests and conduct continuous monitoring.,,"March 06, 2025",2,2025
DS 2024-2025,PPM-25-0146,March,II,Isabela,Aurora,Sta. Rosa,16.98954,121.633633,Calamansi,7/1/2017,1,Calamondin,Fruiting Stage,Citrus Scab,1,0.5,50,5,-,0,0.5,Advised farmers to spray recommended fungicide to manage the incidence of diseases and conduct continuous monitoring.,,"March 06, 2025",2,2025
DS 2024-2025,PPM-25-0147,March,II,Isabela,Roxas,Marcos,17.1701167,121.597637,Tomato,11/1/2025,3,Diamante Max F1,Fruiting Stage,Leaf blight,3,1.4,47,5,,1.4,0,Advised farmers to spray bactericide/fungicide at early symptoms of the disease to control the infection and monitor regularly.,,"March 06, 2025",4,2025
DS 2024-2025,PPM-25-0148,March,II,Isabela,City of Ilagan ,Baculud,17.1498376,121.901518,Eggplant,5/12/2024,4.2,Prolifica F1,Fruiting Stage,Fruit borer,4.2,0.85,20.45,5,3,0.85,0,Advised farmers to remove the infested fruit and shoots to avoid further infestation. Conduct regular monitoring.,,"March 06, 2025",10,2025
DS 2024-2025,PPM-25-0149,March,II,Isabela,City of Ilagan ,Baculud,17.1498376,121.901518,Eggplant,5/12/2024,4.2,Prolifica F1,Fruiting Stage,Shoot borer,4.2,0.85,20.45,5,3,0.85,0,Advised farmers to remove the infested fruit and shoots to avoid further infestation. Conduct regular monitoring.,,"March 06, 2025",10,2025
DS 2024-2025,PPM-25-0150,March,II,Isabela,Echague,Busililao,16.69061,121.68602,Tomato,7/1/2025,0.2,Diamante F1,Fruiting Stage,Leaf miner,0.2,0.024,12,3,,0.024,0,"Farmers sprayed insecticide to manage the pest, reminded AEW to advise farmers in conducting a regular monitoring.",,"March 04, 2025",3,2025
DS 2024-2025,PPM-25-0151,March,II,Isabela,Echague,Busililao,16.69075,121.685955,Eggplant,7/1/2025,0.2,Mucho F1,Flowering,Shoot borer,0.2,0.017,8.5,3,,0.017,0,"Farmers sprayed insecticide to manage the pest, reminded AEW to advise farmers in conducting a regular monitoring.",,"March 04, 2025",3,2025
DS 2024-2025,PPM-25-0152,March,II,Isabela,Echague,Salay,16.704027,121.699122,Eggplant,7/1/2025,0.2,Mucho F1,Flowering,Shoot borer,0.2,0.013,6.6,3,,0.013,0,"Farmers sprayed insecticide to manage the pest, reminded AEW to advise farmers in conducting a regular monitoring.",,"March 04, 2025",3,2025
DS 2024-2025,PPM-25-0153,March,ll,Nueva Vizcaya,Dupax Del Sur,Mangayang,16.3152794,121.071405,Onion,1/1/2025,1,Red Pinoy,Bulb formation,Leaf miner,1,0.3,30,9,,0.3,0,Advised farmer spray insecticide to manage the pest and conduct continuous monitoring,,"March 4, 2025",1,2025
DS 2024-2025,PPM-25-0153,March,II,Isabela,Aurora,Kalabaza,16.971866,121.625624,Calamansi,7/2/2015,4,Calamondin,Fruiting Stage,Citrus scab,4,0.8,20,5,-,0.8,0,Advised farmers to spray recommended fungicide for the management of the disease and conduct continuous monitoring.,,"March 10, 2025",8,2025
DS 2024-2025,PPM-25-0154,March,II,Isabela,Aurora,Macatal,16.973107,121.615504,Calamansi,6/1/2015,7,Calamondin,Fruiting Stage,Citrus scab,7,1.75,25,5,-,0,1.75,Advised farmers to spray recommended fungicide for the management of the disease and conduct continuous monitoring.,,"March 12, 2025",15,2025
DS 2024-2025,PPM-25-0155,March,II,Isabela,Aurora,Macatal,16.975691,121.620192,Bitter gourd,12/5/2024,0.5,Galaxy,Fruiting Stage,Fruit fly,0.5,0.05,10,3,-,0.05,0,Advised farmers to spray recommended insecticide for management of fruit fly and conduct continuous monitoring.,,"March 12, 2025",2,2025
DS 2024-2025,PPM-25-0156,March,II,Isabela,Roxas,Simimbaan,17.1338283,121.57119,Onion,2/16/2025,5,Red Pinoy,Vegetative,Onion armyworm,5,1.3,27,3,-,1.3,0,DA RCPC provided BCA for the management of the pest and advised them to monitor regularly.,,"March 12, 2025",10,2025
DS 2024-2025,PPM-25-0157,March,II,Isabela,Roxas,Simimbaan,17.13375,121.571072,Luffa squash,2/24/2025,2,Datu Hava,Vegetative,Leaf miner,2,0.7,35,3,-,0.7,0,DA RCPC provided BCA for the management of the pest and advised them to monitor regularly.,,"March 12, 2025",2,2025
DS 2024-2025,PPM-25-0158,March,II,Quirino,Cabarroguis,Dibibi,16.414018,121.50316,Banana,9/21/2024,23,Laccatan,6 months,BBTV,23,2.3,10,5,-,0,2.3,Advised farmers to remove the infected plants and monitorthe area regularly.,,"March 11, 2025",2,2025
DS 2024-2025,PPM-25-0159,March,II,Quirino,Cabarroguis,Dibibi,16.416965,121.50963,Banana,9/21/2024,23,Laccatan,6 months,Black Sigatoka,23,8.77,16.4,5,-,3.77,0,Advised farmers to remove the infected leaves and spray fungicide/bactericide to manage the disease.,,"March 11, 2025",4,2025
DS 2024-2025,PPM-25-0160,March,II,Cagayan,Sta. Teresita,Mission,18.2488635,121.934708,Water Melon,1/15/2025,1.5,Sweet venus,Fruiting Stage,Leaf miner flies,1.5,0.5,33.33,1,-,0.5,0,Farmer sprayed gold insecticide for the management of the pest. Advised farmer to conduct regular monitoring.,,"March 12, 2025",1,2025
DS 2024-2025,PPM-25-0161,March,II,Cagayan,Sta. Teresita,Mission,18.2488635,121.934708,Water Melon,1/15/2025,1.5,Sweet venus,Fruiting Stage,Gummy stem blight,1.5,0.5,33.33,1,-,0.5,0,Farmer sprayed fungicide for management. Advised for a regular monitoring.,,"March 13, 2025",1,2025
DS 2024-2025,PPM-25-0162,March,II,Cagayan,Sta. Teresita,Mission,18.2488635,121.934708,Water Melon,1/15/2025,1.5,Sweet venus,Fruiting Stage,Pumpkin caterpillar,1.5,0.5,33.33,1,-,0.5,0,Farmer sprayed gold insecticide for the management of the pest. Advised farmer to conduct regular monitoring.,,"March 13, 2025",1,2025
DS 2024-2025,PPM-25-0163,March,II,Isabela,San Manuel,Mararigue,17.000407,121.619017,Pomelo,1/7/2015,0.2,Davao,Fruiting Stage,Fruit fly,0.2,0.01,5,3,-,0.01,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct continuous monitoring.,,"March 17, 2025",1,2025
DS 2024-2025,PPM-25-0164,March,II,Isabela,Aurora,Malasin,17.0027,121.6732,Eggplant,10/12/2024,5,Longpurple,Fruiting Stage,Shoot borer,5,0.5,10,3,-,0.5,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct continuous monitoring.,,"March 18, 2025",5,2025
DS 2024-2025,PPM-25-0165,March,II,Isabela,Ramon,Villa Marcos,16.760535,121.56548,Pole sitao,12/27/2024,0.1,Negro Star,Fruiting Stage,Leaf miner,0.1,0.011,11,9,-,0.1,0,"Farmers sprayed before validation, advised them to conduct a regular monitoring.",,"March 07, 2025",3,2025
DS 2024-2025,PPM-25-0166,March,II,Isabela,Cabatuan,Diamantina,16.933548,121.627383,Pole sitao,2/22/2025,0.2,Negro Star,Vegetative,Leaf miner,0.2,0.014,7,9,-,0.014,0,DA-RCPC distributed sevin for the management of the pest. Advised farmers to conduct regular monitoring.,,"March 11, 2025",3,2025
DS 2024-2025,PPM-25-0167,March,II,Isabela,Cabatuan,Diamantina,16.933548,121.627383,Sili,11/2/2025,0.2,Reward,Vegetative,white flies,0.2,0.016,8,9,-,0.016,0,DA-RCPC distributed sevin for the management of the pest. Advised farmers to conduct regular monitoring.,,"March 11, 2025",3,2025
DS 2024-2025,PPM-25-0168,March,II,Cagayan,Gonzaga,Isca,18.2226629,121.975377,Tomato,7/1/2025,0.4,Jamante,Fruiting Stage,Bacterial spot and speck,0.4,0.4,100,1,-,0,0.4,Advised farmer to spray kocide to manage the disease.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0169,March,II,Cagayan,Gonzaga,Isca,18.2226629,121.975377,Tomato,8/1/2025,0.4,Jamante,Fruiting Stage,Fusarium wilt,0.4,0.4,100,1,-,0,0.4,Advised farmer to spray kocide to manage the disease.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0170,March,II,Cagayan,Gonzaga,Isca,18.2226629,121.975377,Bell pepper,9/1/2025,0.4,Sultan,Fruiting Stage,Anthracnose,0.4,0.4,100,1,-,0,0.4,Advised farmer to spray kocide to manage the disease.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0171,March,II,Cagayan,Gonzaga,Isca,18.2226629,121.975377,Bell pepper,10/1/2025,0.4,Sultan,Fruiting Stage,Tobacco caterpillar,0.4,0.4,100,1,-,0,0.4,Advised farmer to spray insecticide to manage the pest.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0172,March,II,Isabela,Roxas,San Placido,17.1472617,121.569668,Banana,1/12/2024,2,Saba,Vegetative,Black Sigatoka,2,1.1,28,3,,1.1,0,Advised farmer to spray recommended fungicide to control the incidence of disease and conduct regular monitoring.,,"March 18, 2025",1,2025
DS 2024-2025,PPM-25-0173,March,II,Cagayan,Gonzaga,Isca,18.2231218,121.975551,Eggplant,7/1/2025,0.5,Kalixto F1,Fruiting Stage,Thrips,0.5,0.5,100,1,-,0.5,0,Advised farmer to spray EPF or recommended insecticide to manage the pest.,,"March 15, 2025",1,2025
DS 2024-2025,PPM-25-0174,March,II,Cagayan,Gonzaga,Isca,18.2231218,121.975551,Eggplant,8/1/2025,0.5,Kalixto F2,Fruiting Stage,Cercospora leaf spot,0.5,0.5,100,1,-,0.5,0,Advised farmer to spray kocide to maange the incidence of the disease.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0175,March,II,Cagayan,Gonzaga,Isca,18.2234637,1219750522,String beans,7/1/2025,0.3,Vernada,Flowering,Leaf miner,0.3,0.3,100,1,-,0.3,0,Advised farmer to spray EPF or recommended insecticide to manage the pest.,,"March 16, 2025",1,2025
DS 2024-2025,PPM-25-0176,March,II,Quirino,Aglipay,San Benigno,16.404512,121.555133,Banana,1/24/2025,12,Laccatan,9 months,Black Sigatoka,12,2.09,17.46,5,-,2.09,0,Advised farmers to remove the infected leaves and spray Fungicide to manage the disease.,,"March 26, 2025",2,2025
DS 2024-2025,PPM-25-0177,March,II,Quirino,Aglipay,San Benigno,16.40152,121.559598,Banana,5/5/2019,14,Saba /Dippig,Fruiting Stage,BBTV,14,1.06,7.6,5,-,1.06,0,Advised farmers to remove the affected plants and sterilize the hole before re-planting.,,"March 26, 2025",1,2025
DS 2024-2025,PPM-25-0178,March,II,Quirino,Cabarroguis,Villarose,16.497538,121.48463,Cacao,1/6/2010,0.3,Forastero,Fruiting Stage,Black Pod rot,0.3,0.02,8.9,5,-,0.02,0,Advised farmers to remove the affected fruits and spray Fungicide to manage the disease.,,"March 25, 2025",1,2025
DS 2024-2025,PPM-25-0179,April,II,Isabela,Santiago City,Mabini,16.691733,121.565928,Bush Sitao,1/15/2025,1.5,Turo,Flowering,Aphids,1.5,0.375,25,9,-,0.375,0,Advised farmers to spray recommended insecticide to manage the pest and conduct continuous monitoring.,,"April 1, 2025",2,2025
DS 2024-2025,PPM-25-0180,April,II,Isabela,Aurora,Kalabasa,16.973387,121.627385,Calamansi,2016,10,,Fruiting Stage,Mealy bug,10,4,40,9,-,4,0,Advised farmers to spray recommended insecticide to manage the pest and conduct continuous monitoring.,,"April 1, 2025",5,2025
DS 2024-2025,PPV-25-0181,April,II,Cagayan,Sta. Ana,Rapuli,18.407385,122.141542,Pineapple,9/24/2024,25.25,Hawiian,Vegetative,White grubs,25.25,7.25,28.71,5,-,7.25,0,Advised farmers to use carbomax for the management of the pest and conduct regular monitoring.,,"April 2, 2025",4,2025
DS 2024-2025,PPM-25-0182,April,II,Isabela,Burgos,Singson,17.035126,121.744707,Calamansi,1/7/2014,3,Calamondin,Fruiting Stage,Gummosis,3,0.3,10,5,-,0,0.3,Advised farmers to conduct pruning for management and conduct continuous monitoring.,,"April 1, 2025",6,2025
DS 2024-2025,PPM-25-0183,April,II,Isabela,Reina Mercedes,Santiago,17.02555,121.773937,Bitter gourd,1/28/2025,0.5,Galaxy,Fruiting Stage,Fruit fly,0.5,0.025,5,3,-,0.025,0,Advised farmers to spray recommended insecticide and follow up application of EPF.,,"April 3, 2025",2,2025
DS 2024-2025,PPM-25-0184,April,II,Isabela,Roxas,Sinamar,17.1663233,121.583737,Beans,5/2/2025,1,Pole sitao,Flowering,Leaf miner,1,1,5,1,,1,0,Advised farmer to apply BCAs to manage the pest and conduct regular monitoring.,,"April 2, 2025",1,2025
DS 2024-2025,PPM-25-0185,April,II,Isabela,Roxas,Marcos,17.1663317,121.583722,Chilli Pepper,11/2/2025,1,Django,Fruiting Stage,Leaf curl virus,1,0.2,20,5,,0.2,0,Advised farmer to spray recommended insecticide and follow up the application of BCAs.,,"April 10, 2025",1,2025
DS 2024-2025,PPM-25-0186,April,ll,Isabela,Aurora,Esperanza West,17.004703,121.69165,Mung bean,1/30/2025,1,MG-9,Poding,Pod borer,1,0.1,5,3,,0.1,0,Advised farmers to spray recommended insecticide for the management of pod borer and conduct continuous monitoring.,,"April 10, 2025",1,2025
DS 2024-2025,PPM-25-0187,April,ll,Isabela,Luna,Lalog 1,16.985544,121.724345,Mung bean,1/28/2025,10,MG-9,Poding,Pod borer,10,1,10,5,,0,1,Advised farmers to spray recommended insecticide for the management of pod borer and conduct continuous monitoring.,,"April 9, 2025",10,2025
DS 2024-2025,PPM-25-0188,April,II,Cagayan,Sta. Teresita,Simpatuyo,18.24315,121.890778,Squash,1/20/2025,0.5,Suprema F1,Fruiting Stage,Leaf miner Flies,0.5,0.5,100,3,,0.5,0,Advised farmer to apply BCAs to manage the pest and conduct regular monitoring.,,"April 10, 2025",1,2025
DS 2024-2025,PPM-25-0189,April,II,Cagayan,Sta. Teresita,Simpatuyo,18.24315,121.890778,Squash,01/20/2025,0.7,Gracia F1,Fruiting Stage,Red pumpkin beetle,0.7,0.7,100,3,,0.7,0,Advised farmer to apply BCAs to manage the pest and conduct regular monitoring.,,"April 11, 2025",1,2025
DS 2024-2025,PPV-25-0190,April,II,Isabela,Echague,Bacradal,16.62292,121.693225,Banana,10/9/2024,2,Dippig,Leaf emergence,Black Sigatoka,2,0.46,15.5,9,,0.46,0,Advised farmers to remove the infected leaves to avoid further infection and conduct continuous monitoring.,,"April 7, 2025",4,2025
DS 2024-2025,PPV-25-0191,April,II,Isabela,Echague,San Felipe,16.615658,121.703228,Banana,5/7/2024,2,Dippig,Leaf emergence,Black Sigatoka,2,0.57,11.4,9,,0.57,0,Advised farmers to remove the infected leaves to avoid further infection and conduct continuous monitoring.,,"April 7, 2025",3,2025
DS 2024-2025,PPV-25-0192,April,II,Isabela,Echague,San Felipe,16.601048,121.696792,Banana,10/7/2023,1.5,Lakatan,Leaf emergence,Black Sigatoka,1.5,0.12,8.5,9,,0.12,0,Advised farmer to remove the infected leaves to avoid further infection and conduct continuous monitoring.,,"April 7, 2025",1,2025
DS 2024-2025,PPV-25-0193,April,II,Isabela,Echague,San Felipe,16.601087,121.69655,Banana,10/7/2023,1.5,Lakatan,Leaf emergence,Bacterial wilt,1.5,0.3,20,9,,0.3,0,Advised farmer to remove the infected leaves to avoid further infection and conduct continuous monitoring.,,"April 7, 2025",1,2025
DS 2024-2025,PPM-25-0194,April,II,Isabela,Burgos,Singson,17.036245,121.748776,Mung bean,02/15//2025,1,MG 9,Poding,Pod borer,1,0.1,10,3,-,0.1,0,Advised farmers to spray recommended insecticide for the management of the pest and conduct continuous monitoring.,,"April 15, 2025",1,2025
DS 2024-2025,PPM-25-0195,April,II,Isabela,Jones,Payac,16.575193,121.69163,Cacao,6/17/2009,5,K9,Fruiting Stage,Bark borer,5,2,40,3,-,2,0,"Farmers are advised to practice field sanitation, remove weeds, and spray insecticide for effective management of bark borer. RCPC provided DeCis insecticide as assistance.",,"April 15, 2025",2,2025
DS 2024-2025,PPV-25-0196,April,II,Cagayan,Sto. Niño,Palusao,17.8584593,121.5699701,Cabbage,9/12/2024,20,Canseco F1,Early Heading,Black spot,20,20,100,8,-,20,0,The DA-RCPC conducted on-the-spot lectures for disease management in response to late reporting.,,"April 11, 2025",15,2025
DS 2024-2025,PPM-25-0197,April,ll,Isabela,Aurora,Villanuesa,16.985139,121.617559,Mung bean,10/3/2025,5,MG 9,Fruiting Stage,Pod borer,5,0.75,15,3,-,0.75,0,Farmers are advised to apply the recommended insecticide for the effective management of the pest and to maintain continuous monitoring.,,"April 30, 2025",15,2025
DS 2024-2025,PPM-25-0198,April,ll,Isabela,Aurora,Bagong Tanza,16.984841,121.615585,Mung bean,11/3/2025,10,MG 9,Fruiting Stage,Semi-looper,10,2.5,25,5,-,1,1.75,Farmers are advised to apply the recommended insecticide for the effective management of the pest and to maintain continuous monitoring.,,"April 30, 2025",15,2025
DS 2024-2025,PPM-25-0199,April,ll,Quirino,Nagtipunan,Asaklat,16.272808,121.611085,Banana,5/8/2024,3,Laccatan,9 months,Black Sigatoka,3,0.36,12.1,5,-,0,0.36,Advised farmers to remove the infected leaves and spray fungicide/bactericideto manage the disease.,,"April 29, 2025",2,2025
DS 2024-2025,PPV-25-0200,May,II,Cagayan,Gonzaga,Isca,18.2285806,1219754663,Coconut,2/22/2022,2,-,Vegetative,Brontispa,2,2,100,3,-,0,2,Farmer were advised to apply BCAs to manage the pest and conduct regular monitroing.,,"May 05, 2025",1,2025
