SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2021,July,II,Isabela,Sto. Tomas,Lallapan,17.373929,121.738017,Rice,,40,RC-402,Tillering,BLB,10,10,3,,,10,0,Validated and recommended farmers to spray Bactericide,,,34,2021
WS 2021,July,II,Nueva Vizcaya,Bayombong,Casat,16.524891,121.139666,Rice,,15,480/ 216/ 222,Tillering,Zinc defficient,1,1,5,,,1,0,Validated and recommended farmers to Apply Zinc sulfate or Zinc mettalic,,,40,2021
DS 2021-2022,May,II,Quirino,Maddela,Pedlisan,16.30312,121.65632,Rice,,7,PHB 79,Seedling stage,Cutworm,0.28,0.28,2,,,0.08,0,Farmers sprayed insecticide. Followed application of BCA's,,,5,2021
WS 2021,June,II,Quirino,Cabarroguis,Vilarose,16.498827,121.48389,Rice,,5,222,Seedling stage,Cutworm,0.2,0.2,2,,,0.2,0,Farmers sprayed insecticide. Followed application of BCA's,,,5,2021
DS 2021-2022,May,II,Quirino,Maddela,Del Pilar,16.48697,121.532925,Rice,,5,402,Seedling stage,Cutworm,0.2,0.2,3,,,0.12,0,Farmers sprayed insecticide. Followed application of BCA's,,,30,2021
WS 2021,June,II,Quirino,Cabarroguis,Del Pilar,16.48694,121.53293,Rice,,15,401,Seedling stage,Cutworm,0.6,0.6,5,,,0.06,0,Farmers sprayed insecticide. Followed application of BCA's,,,6,2021
WS 2021,July,II,Nueva Vizcaya,Bayombong,San Nicolas,16.488773,121.151.884,Rice,,20,216/ 480/ 222/ 77/ 79,Tillering,Zinc defficient,0.8,0.8,3,,,0.8,0,Validated and recommended farmers to Apply Zinc sulfate or Zinc mettalic,,,20,2021
DS 2021-2022,May,II,Quirino,Maddela,Burgos,16.471958,121.510073,Rice,,9,Inbreed 402,Seedling stage,Cutworm,0.36,0.36,5,,,0.16,0,Farmers sprayed insecticide. Followed application of BCA's,,,15,2021
DS 2021-2022,February,II,Quirino,Maddela,Abbag,16.272,121.64595,Rice,,62,Hibrid PHB79,Tillering,Whorl Maggot,7,7,20,,,7,0,Advice Farmer to spray insecticide,,,55,2021
DS 2021-2022,February,II,Cagayan,Alcala,Afusing Paga,17.8637,121.6369,Rice,,416.72,222/SL8,Tillering,Leaffolder,2,2,10,,,2,0,Advice Farmer to spray pesticide to mngt. Damage of whorl maggots,,,1,2021
DS 2021-2022,March,II,Isabela,San Manuel,Agliam,17.0544,121.6711,Rice,,174.7,N-222,Tillering,Rodents,6.23,6.23,5,,,6.23,0,DA RFO2 RCPMC provided pesticide (2kgs. Ratol) and DA-MLGU conducted massive baiting,,,15,2021
DS 2021-2022,January,II,Isabela,City of Ilagan,Alibagu,17.090889,121.882019,Rice,,0.5,NSIC 222,Panicle Initiation,Leaffolder,0.5,0.5,10,,,0.5,0,Advised farmers spray insecticide,,,5,2021
DS 2021-2022,March,II,Cagayan,Pamplona,Allasitan,18.51083,121.32278,Rice,,182,PSB79/ 74/ SL20,Dough,BPH,50,50,50,,,50,0,Farmers Advised to plow under stable after harvest.,,,10,2021
DS 2021-2022,March,II,Isabela,Santiago City,Ambalatungan,16.7075,121.5284,Rice,,1,Inbred,Dough,BPH,1,1,15,,,1,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,,2021
DS 2021-2022,March,II,Cagayan,Piat,Apayao,17.8293,121.5005,Rice,,40,SL8,Dough,TAW,1.5,1.5,16,,,1.5,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,1,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Aurora,16.501448,121.247272,Rice,,90,NSIC 222/216,Tillering,RBB,75,75,30,,,75,0,Advised Farmers to spray Insecticide,,,66,2021
DS 2021-2022,April,II,Quirino,Diffun,Aurora East,16.575733,121.507303,Rice,,102,222,Milking,Stem Borer,3,3,4,,,3,0,,,,12,2021
DS 2021-2022,March,II,Quirino,Diffun,Aurora West,16.575866,121.507278,Rice,,102,Inbred Triple 2,Tillering,Narrow Brown Spot,5,5,12,,,5,0,Farmers sprayed fungicide with there own and Advised Farmers to practice the cultural management and synchronous planting,,,8,2021
DS 2021-2022,March,II,Quirino,Diffun,Aurora West,16.575866,121.507278,Rice,,102,Inbred Triple 2,Tillering,Rice Blast,5,5,12,,,5,0,Farmers sprayed fungicide with there own and Advised Farmers to practice the cultural management and synchronous planting,,,15,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,91,Bigante/77/84,Tillering,BLB,1.5,1.5,30,,,1.5,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor),,,22,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,,Bigante/77/84,Tillering,BPH,1.5,1.5,5,,,1.5,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor), ,,20,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,,Bigante/77/84,Tillering,GLH,1.5,1.5,5,,,1.5,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor), ,,10,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,,Bigante/77/84,Tillering,Leaffolder,4,4,5,,,4,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor), ,,44,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,,Bigante/77/84,Tillering,WB,0.5,0.5,5,,,0.5,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor), ,,36,2021
DS 2021-2022,March,II,Nueva Vizcaya,Kayapa,Baan,16.327844,120.979724,Rice,,,Bigante/77/84,Tillering,Whorl Maggot,3,3,5,,,3,0,DA RFO2 RCPMC provided pesticide Insecticide (18 Sachet Dithane/ 96 Sachet Armor), ,,33,2021
DS 2021-2022,March,II,Isabela,San Manuel,Babanuang,17.028,121.6426,Rice,,611.77,sl-8h,Tillering,Rodents,17.6,17.6,5,,,17.6,0,DA RFO2 RCPMC provided pesticide (2kgs. Ratol) and DA-MLGU conducted massive baiting,,,2,2021
DS 2021-2022,March,II,Isabela,Alicia,Bagnus,16.8051,121.6303,Rice,,6,Bigante,Milking,BPH,0.9,0.9,15,,,0.9,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,3,2021
DS 2021-2022,January,II,Isabela,Alicia,Bagnus,16.80758,121.616869,Rice,,2.5,Sl8-H,Tillering,Leaffolder,0.2,0.2,5,,,0.2,0,Advice Farmer to conduct continous monitoring,,,8,2021
DS 2021-2022,January,II,Isabela,Alicia,Bagnus,16.807704,121.616892,Rice,,1,222,Tillering,Rice Blast,0.1,0.1,3.5,,,0.1,0,,,,2,2021
DS 2021-2022,January,II,Isabela,Alicia,Bagong Sikat,16.78292,121.61617,Rice,,2,222,Tillering,Rice Blast,0.5,0.5,10,,,0.5,0,Advised Farmer to spray insecticide,,,10,2021
DS 2021-2022,January,II,Isabela,Alicia,Bagong Sikat,16.78292,121.61617,Rice,,3,222,Tillering,Whorl Maggot,2,2,10,,,2,0,Advised Farmer to spray insecticide,,,,2021
DS 2021-2022,March,II,Nueva Vizcaya,Dupax Del Sur,Bagumbayan,16.393654,121.10996,Rice,,12,218/ 480/ SL8/ Phb79,Tillering,BPH,2.5,2.5,15,,,2.5,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,1,2021
DS 2021-2022,March,II,Quirino,Diffun,Balagbag,16.540395,121.548167,Rice,,153,Bigante,Dough,BLS,4,4,14,,,4,0,Farmers sprayed insecticide. Followed application of BCA's,,,70,2021
DS 2021-2022,February,II,Quirino,Diffun,Balagbag,16.545758,121.499897,Rice,,187.06,TH82,Booting,Leaffolder,7,7,10,,,7,0,Advice Farmer to apply Kocide and follw the recommended per Knapsack,,,10,2021
DS 2021-2022,April,II,Quirino,Diffun,Balagbag,16.535238,121.540497,Rice,,187.06,222,Dough,Leaffolder,5,5,8,,,5,0,,,,50,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Bangan,18.5389,121.2617,Rice,,379,"SL8,222,Pioneer",Milking,BPH,10,10,40,,,10,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,10,2021
DS 2021-2022,April,II,Quirino,Diffun,Bannawag Sur,16.610643,121.558685,Rice,,308.24,214,Dough,Stem Borer,2,2,10,,,2,0,Farmers sprayed Insecticide with there own. Stage of the crop is at maturity. Application of pesticide not already applicable,,,10,2021
DS 2021-2022,March,II,Cagayan,Ballesteros,Baran,18.372,121.48.56,Rice,,260,_,Ripening,BPH,18,18,25,,,18,0,Farmers Advised to plow under stable after harvest.,,,4,2021
DS 2021-2022,March,II,Cagayan,Ballesteros,Baran,18.372,121.48.56,Rice,,260,_,Flowering,BPH,18,18,25,,,18,0,Farmers sprayed insecticide. Followed application of BCA's,,,25,2021
DS 2021-2022,April,II,Cagayan,Ballesteros,Baran,18.372,121.48.56,Rice,,393,NSIC 438,Booting,BPH,1,1,35,,,1,0,DA RF02 provided insecticide (1 Liter Clash) Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,7,2021
DS 2021-2022,January,II,Nueva Vizcaya,Solano,Bascaran,16..528013,121.2290795,Rice,,249.2,"222, 216, 218",Tillering,RBB,15,15,5,,,15,0,Advised farmers to spray insecticides.,,,1,2021
DS 2021-2022,March,II,Cagayan,Enrile,Batu,17.5405,121.7184,Rice,,150,222/ 216,Tillering,Leaffolder,3,3,12,,,3,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,4,2021
DS 2021-2022,March,II,Cagayan,Enrile,Batu,17.5405,121.7184,Rice,,150,222/ 216,Tillering,Stem Borer,3,3,12,,,3,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,55,2021
DS 2021-2022,January,II,Isabela,Sto. Tomas,Bubug,17.369422,121.70585,Rice,,120,Bigante Plus,Tillering,BLB,10,10,3,,,10,0,Advised farmers to spray pesticide (Funguran OH),,,12,2021
DS 2021-2022,March,II,Isabela,Cauayan City,Buena Suerte,16.9178,121.7965,Rice,,5,SL8/Lonpin,Booting,BPH,0.75,0.75,15,,,0.75,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,1,2021
DS 2021-2022,March,II,Isabela,Santiago City,Buenavista,16.6993,121.5456,Rice,,2,222,Flowering,BPH,2,2,15,,,2,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,1,2021
DS 2021-2022,March,II,Isabela,Sta. Maria,Buenavista,17.46.1721,121.723619,Rice,,60,PHB79,Tillering,Whorl Maggot,5.5,5.5,3,,,5.5,0,Farmers sprayed insecticide. Followed application of BCA's,,,1,2021
DS 2021-2022,March,II,Nueva Vizcaya,Diadi,Bugnay,16.636152,121.37235,Rice,,10,402/ 401/ 222,Tillering,BPH,1.5,1.5,10,,,1.5,0,Farmers sprayed insecticide. Followed application of BCA's,,,18,2021
DS 2021-2022,March,II,Nueva Vizcaya,Diadi,Bugnay,16.636288,121.372156,Rice,,10,222,Tillering,Whorl Maggot,1,1,3,,,1,0,Farmers sprayed insecticide. Followed application of BCA's,,,1,2021
DS 2021-2022,March,II,Isabela,San Manuel,Cabaritan,17.042682,121.609257,Rice,,285.24,sl-8h/Bigante,Tillering,Rodents,6.3,6.3,5,,,6.3,0,DA RFO2 RCPMC provided pesticide (2kgs. Ratol) and DA-MLGU conducted massive baiting,,,1,2021
DS 2021-2022,March,II,Quirino,Maddela,Cabaruan,16.292255,121.638095,Rice,,324.5,T-222,Flowering,BLS,5,5,8,,,5,0,Farmers sprayed Fungicide with there own.,,,5,2021
DS 2021-2022,February,II,Quirino,Maddela,Cabaruan,16.295283,121.648152,Rice,,324.5,Inbred 46,Booting,Leaffolder,2,2,8,,,2,0,Advice Farmer to spray insecticide and follow recommended per knapsack,,,22,2021
DS 2021-2022,January,II,Quirino,Maddela,Cabaruan,16.29214,121.63798,Rice,,211,Inbred 222,Tillering,Whorl Maggot,3.75,3.75,6,,,3.75,0,Advised Farmer to spray insecticide,,,7,2021
DS 2021-2022,February,II,Quirino,Maddela,Cabaruan,16.295283,121.648152,Rice,,324.5,Inbred 46,Booting,Whorl Maggot,2,2,8,,,2,0,Advice Farmer to spray insecticide and follow recommended per knapsack,,,5,2021
DS 2021-2022,April,II,Quirino,Maddela,Cabarwan,16.29214,121.639297,Rice,,188,NK5017,Dough,BLB,5,5,10,,,5,0,Farmers sprayed insecticide.,,,15,2021
DS 2021-2022,April,II,Cagayan,Gattaran,Cabayu,18.0659,121.6768,Rice,,127,"SL8,Pioneer,NK 5017 Bigante",Milking,BPH,72.5,72.5,20,,,72.5,0,DA RF02 provided insecticide (17 Liters Clash) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,3,2021
DS 2021-2022,March,II,Isabela,City of Ilagan,Cabisera 2,17.0487,121.9632,Rice,,450,SL8,Dough,BPH,8.45,8.45,10,,,8.45,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,7,2021
DS 2021-2022,March,II,Isabela,Santiago City,Cabulay,16.7698,121.4228,Rice,,4,222,Dough,BPH,0.6,0.6,15,,,0.6,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,6,2021
DS 2021-2022,April,II,Cagayan,Gattaran,Cal.dackel,18.03424,121.73229,Rice,,199,"Bigante,SL8,NK5017",Milking,BPH,2,2,20,,,2,0,DA RF02 provided insecticide (17 Liters Clash) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,25,2021
DS 2021-2022,January,II,Cagayan,Solana,Calamagui,17.6471,121.6842,Rice,,45,SL8,Reproductive,Leaffolder,1,1,10,,,1,0,Advised farmers to spray insecticides.,,,3,2021
DS 2021-2022,April,II,Isabela,Sta. Maria,Calamagui East,17.486984,121.763024,Rice,,2,NSIC 222,Tillering,Rice Blast,2,2,3,,,2,0,Farmers sprayed Fungicide with there own.,,,67,2021
DS 2021-2022,January,II,Isabela,Cabatuan,Calaocan,16.9285,121.6393,RICE,,96.7,Inbred,Flowering,Rodents,2,2,2,,,2,0,,,,5,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Caliat,16.49213,121.292014,Rice,,_,77/79/222/216/226,Tillering,Leaffolder,15,15,5,,,15,0,DA RFO2 RCPMC provided chemicals and BCAs for the infestation, ,,,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Caliat,16.492487,121.269221,Rice,,170,NSIC 222/216/226/P79,Tillering,Leaffolder,80,80,20,,,80,0,Advised Farmers to spray Insecticide,,,3,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Caliat,16.492487,121.269221,Rice,,170,NSIC 222/216/226/P79,Tillering,RBB,80,80,20,,,80,0,Advised Farmers to spray Insecticide,,,10,2021
DS 2021-2022,January,II,Isabela,Burgos,CALIGUIAN,17.062473,121.718684,RICE,,9,INBRED/HYBRYD,Tillering,Rodents,1.75,1.75,25,,,1.75,0,,,,8,2021
DS 2021-2022,February,II,Isabela,Burgos,Caliguian,17.062473,121.718684,Rice,,55,_,Tillering,Whorl Maggot,10,10,20,,,10,0,immediate treatment of pesticide by the farmers,,,14,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Callugan,18.5489,121.1825,Rice,,265,"Pioneer,222,NK5017",Milking,BPH,30,30,40,,,30,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,31,2021
DS 2021-2022,January,II,Isabela,Cabatuan,Canan,16.936,121.691,RICE,,656.8,Inbred,Flowering,Rodents,14,14,2,,,14,0,DA RFO RCPC provided Rodenticide for massive baiting…,,,,2021
DS 2021-2022,January,II,Isabela,Cabagan,Cansan,17.393602,121.809388,Rice,,100,Bigante Plus,Tillering,BLB,5,5,3,,,5,0,Advised farmers to spray pesticide (Funguran OH),,,15,2021
DS 2021-2022,March,II,Isabela,Delfin Albano,Capitol,17.301,121.7281,Rice,,345,Longpin,Booting,BPH,1,1,3,,,1,0,DA RF02 RCPMC provided insecticide ( 1 Liter Chix),,,204,2021
DS 2021-2022,March,II,Isabela,San Manuel,Caraniogan,17.0734,121.6627,Rice,,258.3,sl-8h,Tillering,Rodents,5.9,5.9,5,,,5.9,0,DA RFO2 RCPMC provided pesticide (2kgs. Ratol) and DA-MLGU conducted massive baiting,,,2,2021
DS 2021-2022,March,II,Quirino,Saguday,Cardenas,16.55722,121.558945,Rice,,126.89,Bigante,Dough,False Smut,1,1,3,,,1,0,Farmers sprayed fungicide. Followed application of Bio-con.,,,1,2021
DS 2021-2022,March,II,Quirino,Saguday,Cardenas,16.55722,121.558945,Rice,,,Bigante,Dough,Stem Borer,1,1,5,,,1,0,Farmers sprayed insecticide with there own. Followed application of Bio-con., ,,12,2021
DS 2021-2022,January,II,Isabela,Burgos,Catabban,17.0302,121.7398,RICE,,40.5,INBRED/HYBRYD,Tillering,Rodents,10.5,10.5,25,,,10.5,0,DA RFO RCPC provided Rodenticide for massive baiting and advised farmers,,,,2021
DS 2021-2022,April,II,Cagayan,Piat,Catarauan,17.781798,121.781798,Rice,,1.7,RC 18,Dough,Stem Borer,1.7,1.7,20,,,1.7,0,Farmers sprayed Insecticide with there own.,,,3,2021
DS 2021-2022,April,II,Cagayan,Piat,Catarauan,17.782512,121.603307,Rice,,1.5,NSICRc 402,Milking,Stem Borer,1.5,1.5,25,,,1.5,0,Farmers sprayed Insecticide with there own.,,,1,2021
DS 2021-2022,April,II,Cagayan,Piat,Catarauan,17.785967,121.607766,Rice,,2.7,RC 18,Dough,Stem Borer,2.7,2.7,5,,,2.7,0,Farmers sprayed Insecticide with there own.,,,160,2021
DS 2021-2022,January,II,Isabela,Cabatuan,Centro,16.9533,121.6704,RICE,,90,Inbred,Flowering,Rodents,2,2,2,,,2,0,,,,1,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Centro I,18.5405,121.214,Rice,,111,"Pioneer,222,NK5017",Milking,BPH,13,13,60,,,13,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Centro II,18.5289,121.2197,Rice,,208,"Pioneer,222,NK5017,SL8",Milking,BPH,10,10,40,,,10,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,3,2021
DS 2021-2022,March,II,Isabela,Cabagan,Cubag,17.414707,121.806841,Rice,,50,Longpin,Tillering,GLH,5,5,3,,,5,0,Farmers sprayed insecticide. Followed application of BCA's,,,7,2021
DS 2021-2022,February,II,Isabela,Burgos,Cullalabo Del Norte,17.02696,121.740472,Rice,,36.5,SL8,Reproductive,Leaffolder,21,21,12,,,21,0,Advised Farmer to apply Kocide and follw the recommended per Knapsack,,,7,2021
DS 2021-2022,January,II,Isabela,Burgos,CULLALABO NORTE,17.1047,121.7011,RICE,,4,INBRED/HYBRYD,Tillering,Rodents,4,4,25,,,4,0,,,,18,2021
DS 2021-2022,January,II,Isabela,Burgos,CULLALABO SUR,17.1009,121.7003,RICE,,3,INBRED/HYBRYD,Tillering,Rodents,1,1,25,,,1,0,,,,5,2021
DS 2021-2022,March,II,Isabela,Cauayan City,Dabburab,16.9085,121.8121,Rice,,5,RC222,Booting,BPH,0.6,0.6,12,,,0.6,0,Farmers sprayed insecticide with there own. Followed application of Bio-con.,,,15,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Dacal,18.5755,121.2254,Rice,,77,"SL8,222,Pioneer",Milking,BPH,5,5,30,,,5,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,23,2021
DS 2021-2022,January,II,Nueva Vizcaya,Solano,Dadap,16.525048,121.224779,Rice,,54.3,"222, 216, 218",Tillering,RBB,10,10,5,,,10,0,Advised farmers to spray insecticides.,,,25,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Dagueray,18.5533,121.2598,Rice,,126,"Pioneer,222,NK5017,SL8",Milking,BPH,11,11,50,,,11,0,Farmers Sprayed insecticede with their own. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,2,2021
DS 2021-2022,April,II,Cagayan,Sanchez Mira,Dammang,18.5718,121.2383,Rice,,92,"Pioneer,222,NK5017",Milking,BPH,15,15,30,,,15,0,DA RF02 provided insecticide (12 Liters Chix) Technical briefing for the management/control of BPH was done. Massive spraying was done for all booting stage. Spraying of insecticide not applicable on maturity stage. Advised farmers to harvest earlier for maturity stage to avoid maigration of population of BPH,,,1,2021
DS 2021-2022,January,II,Isabela,Gamu,Dammao,17.093127,121.570095,Rice,,1,402,Flowering,BLB,0.2,0.2,40,,,0.2,0,Advice farmer to conduct spraying of fungicide,,,1,2021
DS 2021-2022,January,II,Isabela,Gamu,Dammao,17.093127,121.570095,Rice,,1,402,Flowering,Brown spot,0.2,0.2,40,,,0.2,0,Advice farmer to conduct spraying of fungicide,,,125,2021
DS 2021-2022,January,II,Isabela,San Mateo,Daramuangan Sur,16.893341,121.59207,Rice,,3,402,Tillering,Rice Blast,0.3,0.3,12.5,,,0.3,0,,,,10,2021
DS 2021-2022,January,II,Nueva Vizcaya,Quezon,Darubba,16.491963,121.291899,Rice,,10,222,Tillering,Leaffolder,2,2,5,,,2,0,Advised farmers to spray insecticides.,,,11,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Darubba,16.49099,121.288599,Rice,,_,222/216/226,Tillering,Leaffolder,10,10,33,,,10,0,DA RFO2 RCPMC provided insecticide (2boxes virtaco@10 sachet/box), ,,,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Darubba,16.489453,121.289898,Rice,,20,NSIC 222/216,Tillering,Leaffolder,10,10,20,,,10,0,Advised Farmers to spray Insecticide,,,1,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Darubba,16.489453,121.289898,Rice,,20,NSIC 222/216,Tillering,RBB,10,10,20,,,10,0,Advised Farmers to spray Insecticide,,,1,2021
DS 2021-2022,February,II,Nueva Vizcaya,Quezon,Darubba,16.49099,121.288599,Rice,,_,222/216/226,Tillering,Rice Blast,10,10,33,,,10,0,DA RFO2 RCPMC provided insecticide (2boxes virtaco@10 sachet/box), ,,20,2021
DS 2021-2022,February,II,Quirino,Cabarroguis,Del Pilar,16.473807,121.52642,Rice,,87,402,Tillering,Whorl Maggot,2,2,7,,,2,0,Advice Farmer to spray insecticide and follow recommended per knapsack,,,1,2021
DS 2021-2022,March,II,Isabela,San Manuel,District 1,17.008,121.6369,Rice,,312.65,LP 205,Tillering,Rodents,6.63,6.63,5,,,6.63,0,DA RFO2 RCPMC provided pesticide (2kgs. Ratol) and DA-MLGU conducted massive baiting,,,5,2021
