SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2024-2025,PPM-25-0465,March,II,Isabela,Burgos,San Roque,17.035175,121.75354,Corn,12/15/2024,10,Bioseed,Whorl Stage,FAW,10,6,60,7,-,4,2,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct continuous monitoring.,,4-Mar-25,8,2025
DS 2024-2025,PPM-25-0466,March,II,Isabela,Roxas,San Placido,17.138525,121.6161067,Corn,2/24/2025,60,NK 6410,Whorl Stage,FAW,10,2.5,25,1,-,2.5,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct regular monitoring.,,6-Mar-25,2,2025
DS 2024-2025,PPM-25-0467,March,II,Isabela,Echague,Damang East,16.691875,121.68337,Corn,12/7/2024,30,Pioneer,Maturity,Banded Sheath Blight,30,7.5,25,3,-,7.5,0,Advised AEW to remind farmers the importance of early/regular monitoring for early management. Advised also to spray recommended fungicide to manage the disease.,Favorable weather condition.,4-Mar-25,10,2025
DS 2024-2025,PPM-25-0468,March,II,Isabela,Echague,Damang East,16.691935,121.683145,Corn,12/7/2024,30,Dekalb,Maturity,Northern corn leaf blight,30,1.5,5,3,-,1.5,0,Advised AEW to remind farmers the importance of early/regular monitoring for early management. Advised also to spray recommended fungicide to manage the disease.,Favorable weather condition.,4-Mar-25,10,2025
DS 2024-2025,PPM-25-0469,March,II,Isabela,Echague,Damang East,16.691687,121.68343,Corn,12/7/2024,20,NK 6410,Maturity,CPH,20,6,30,3,-,6,0,"Farmers sprayed insecticide, reminded AEW to advise them to conduct continuous monitoring.",,4-Mar-25,5,2025
DS 2024-2025,PPM-25-0470,March,II,Isabela,Echague,Tuguegarao,16.701615,121.69357,Corn,12/7/2024,30,Dekalb,Maturity,Northern corn leaf blight,15,0.69,4.64,3,-,0.69,0,Advised AEW to remind farmers the importance of early/regular monitoring for early management. Advised also to spray recommended fungicide to manage the disease.,Favorable weather condition.,4-Mar-25,5,2025
DS 2024-2025,PPM-25-0471,March,II,Isabela,Echague,Salay,16.701073,121.697377,Corn,1/27/2025,25,Pioneer,Whorl Stage,FAW,25,6.25,25,1,-,6.25,0,"Farmers sprayed insecticide to mange the pest, reminded AEW to advise them to conduct continuous monitoring.",,4-Mar-25,20,2025
DS 2024-2025,PPM-25-0472,March,II,Quirino,Nagtipunan,Ponggo,16.213673,121.606163,Corn,3/2/2025,101,Pioneer,Whorl Stage,FAW,101,25.25,25,1,1,25.25,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and release earwig 5-7 days after spraying for further mangement.,,4-Mar-25,26,2025
DS 2024-2025,PPM-25-0473,March,II,Quirino,Nagtipunan,Ponggo,16.232783,121.610407,Corn,5/12/2024,95,Dekalb,Maturity,Northern corn leaf blight,95,7.7,8.11,3,,0,7.7,Advised farmers to conduct a regular monitoring for early detection of pest and diseases and for early management.,,4-Mar-25,8,2025
DS 2024-2025,PPM-25-0474,March,II,Quirino,Maddela,Diduyon,16.319437,121.661525,Corn,6/2/2025,98,NK 6410,Whorl Stage,FAW,98,29.4,30,1,1,29.4,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and release earwig 5-7 days after spraying for further mangement.,,4-Mar-25,25,2025
DS 2024-2025,PPM-25-0475,March,II,Quirino,Nagtipunan,San Dionisio II,16.2395161,121.6225491,Corn,1/15/2025,"1,100",Pioneer,Whorl Stage,FAW,"1,100",55,5,1,1,55,0,Distributed 10 boxes of earwig and 200 packs of beauveria to manage the pest.,,5-Mar-25,5,2025
DS 2024-2025,PPV-25-0476,March,II,Cagayan,Amulung,Masical,17.8124516,121.6766468,Corn,12/20/2024,245,BT Varieties ,Whorl Stage,FAW,30,30,12,5,,30,0,Conducted on the spot technical briefing. Advised farmers to apply insecticide for the management of FAW.,,6-Mar-25,18,2025
DS 2024-2025,PPM-25-0477,March,II,Isabela,Aurora,Kalabaza,16.971876,121.625316,Corn,1/7/2025,70,OPV,Reproductive Stage,Asian corn borer,70,7,10,5,-,7,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct continuous monitoring.,Monitored at IRM SITE,10-Mar-25,10,2025
DS 2024-2025,PPM-25-0478,March,II,Isabela,Aurora,Kalabaza,16.971929,121.625407,Corn,1/6/2025,70,Pioneer,Reproductive Stage,Corn smut,70,3.5,5,3,-,0,3.5,Advised farmers to spray recommended fungicide for the management of corn smut and conduct continuous monitoring.,Monitored at IRM SITE,10-Mar-25,6,2025
DS 2024-2025,PPM-25-0479,March,II,Isabela,Aurora,Bagong Tanza,16.972472,121.614047,Corn,1/17/2025,50,NK 6410,Reproductive Stage,Curvularia leaf spot,50,25,50,5,-,5,20,Advised farmers to spray recommended fungicide for the management of leaf spot and conduct continuous monitoring.,,12-Mar-25,31,2025
DS 2024-2025,PPM-25-0480,March,II,Isabela,Aurora,Bagong Tanza,16.972768,121.614621,Corn,3/2/2025,10,NK 6410,Seedling Stage,FAW,10,0.5,5,3,-,0.5,0,Advised farmers to spray recommended insecticide to manage the incidence of pests and conduct continuous monitoring.,,12-Mar-25,4,2025
DS 2024-2025,PPM-25-0481,March,II,Quirino,Diffun,Isidro Paredes,16.613983,121.514748,Corn,12/15/2024,62,NK 6410,Maturity,Northern corn leaf blight,62,3.54,5.71,3,-,0,3.54,Advised farmers to conduct continuous monitoring for a possible incidence of pests and diseases.,,10-Mar-25,4,2025
DS 2024-2025,PPV-25-0482,March,II,Cagayan,Gonzaga,Cabiraoan,18.3115842,122.1130585,Corn,1/20/2025,551.5,Pioneer 3585,Whorl Stage,FAW,55.15,2.4,4.35,3,-,2.4,0,Farmer already sprayed yeoval to manage the incidence of FAW.,Late planting.,11-Mar-25,1,2025
DS 2024-2025,PPV-25-0483,March,II,Cagayan,Gonzaga,Ipil,18.3022467,122.57715,Corn,9/11/2024,534,Pioneer 3586,Maturity,Banded Sheath Blight,42.74,1.9,4.44,5,-,0,1.9,Advised farmers to avoid spraying of chemicals.,,11-Mar-25,2,2025
DS 2024-2025,PPM-25-0484,March,II,Cagayan,Abulug,Sta. Rosa,18.3795175,121.4335301,Corn,1/1/2025,232,Hybrid,Whorl Stage,FAW,232,46.4,20,6,,25,21.4,"Pesticides were already sprayed, advised to spray metarhizium, 5-7 days after spraying, and advised for regular monitoring.",,13-Mar-25,31,2025
DS 2024-2025,PPM-25-0485,March,II,Cagayan,Abulug,Libertad,18.3446,121.415,Corn,1/1/2025,244.85,Hybrid,Whorl Stage,FAW,244.85,61.2,25,6,,30,31.2,"Pesticides were already sprayed, advised to spray metarhizium, 5-7 days after spraying, and advised for regular monitoring.",,13-Mar-25,41,2025
DS 2024-2025,PPM-25-0486,March,II,Cagayan,Abulug,Sto. Tomas,18.4468692,121.4295337,Corn,1/3/2025,152,Hybrid,Seedling Stage,FAW,152,53.2,35,1,,15,38.2,"Pesticides were already sprayed, advised to spray metarhizium, 5-7 days after spraying, and advised for regular monitoring.",,13-Mar-25,35,2025
DS 2024-2025,PPM-25-0487,March,II,Isabela,City of Ilagan ,Lullutan,17.144262,121.854531,Corn,2/1/2025,235,Pioneer 3585,Whorl Stage,FAW,235,11.75,5,3,1,11.75,0,Advised farmers to spray insecticide and follow-up BCA'S to manage the incidence of FAW.,,18-Mar-25,14,2025
DS 2024-2025,PPM-25-0488,March,II,Isabela,City of Ilagan ,Rugao,17.19448544,121.8901363,Corn,12/17/2024,102,Dekalb 8282,Maturity,Banded Sheath Blight,102,5.1,5,3,-,5.1,0,Advised farmers to apply/spray fungicide at early stage to prevent the infection of Fungi.,,18-Mar-25,9,2025
DS 2024-2025,PPM-25-0489,March,II,Quirino,Diffun,Isidro Paredes,16.610225,121.528598,Corn,12/15/2024,62,NK 6410,Maturity,CPH,62,15.5,25,3,5,15.5,0,Advised farmers to conduct early monitoring and spray insecticide for the management of pest.,,14-Mar-25,16,2025
DS 2024-2025,PPM-25-0490,March,II,Isabela,Aurora,Malasin,17.0027,121.6732,Corn,1/3/2025,10,NK 6410,Whorl Stage,FAW,10,2.5,25,7,-,2.5,0,Advised farmers to spray recommended insecticide for the management of FAW and conduct continuous monitoring.,,18-Mar-25,10,2025
DS 2024-2025,PPM-25-0491,March,II,Isabela,Aurora,Victoria,16.992834,121.662791,Corn,7/3/2025,10,NK 6410,Seedling Stage,FAW,10,0.5,5,5,-,0.5,0,Advised farmers to spray recommended insecticide for the management of FAW and conduct continuous monitoring.,,18-Mar-25,5,2025
DS 2024-2025,PPM-25-0492,March,II,Isabela,Aurora,Dalig Kalinga,16.988142,121.645719,Corn,12/30/2024,50,NK 6410,Reproductive Stage,Banded Sheath Blight,50,2.5,5,3,-,2.5,0,Advised farmers to spray recommended fungicide for the management of sheath blight and conduct continuous monitoring.,,18-Mar-25,10,2025
DS 2024-2025,PPM-25-0493,March,II,Isabela,Burgos,San Roque,17.002739,121.701272,Corn,12/28/2024,20,NK 6410,Reproductive Stage,Banded Sheath Blight,20,1,5,3,-,0,1,Advised farmers to spray recommended fungicide for the management of sheath blight and conduct continuous monitoring.,,19-Mar-25,8,2025
DS 2024-2025,PPM-25-0494,March,II,Isabela,Cabatuan,Macalaoat,16.954758,121.650198,Corn,1/27/2025,1,Sweet pearl,Whorl Stage,FAW,1,0.2,20,1,-,0.2,0,Farmers sprayed insecticide to manage the pest. Advised them to conduct regular monitoring.,,3-Mar-25,4,2025
DS 2024-2025,PPM-25-0495,March,II,Quirino,Cabarroguis,Villarose,16.502975,121.491092,Corn,12/25/2024,110,NK 6410,Maturity,Northern corn leaf blight,110,4.6,4.21,3,,4.6,0,Advised farmers to monitor the area for a possible incidence of pest and diseases.,,18-Mar-25,5,2025
DS 2024-2025,PPM-25-0496,March,II,Quirino,Cabarroguis,Villarose,16.502975,121.491093,Corn,12/25/2024,110,NK 6410,Maturity,CPH,110,27.5,25,3,3,27.5,0,Farmers sprayed insecticide to manage the pest. Advised them to conduct regular monitoring.,,18-Mar-25,25,2025
DS 2024-2025,PPM-25-0497,March,II,Quirino,Maddela,Villa Sur,16.347462,121.69082,Corn,2/2/2025,32,Dekalb,Whorl Stage,CPH,32,9.6,30,3,3,9.6,0,Faremrs sprayed insecticide to manage the pest. Recommended farmers to use bio control agents to manage pests.,,19-Mar-25,7,2025
DS 2024-2025,PPM-25-0498,March,II,Quirino,Maddela,Poblacion Sur,16.34766,121.692708,Corn,1/29/2025,75,NK 6410,Whorl Stage,CPH,75,15,20,3,3,15,0,Faremrs sprayed insecticide to manage the pest. Recommended farmers to use bio control agents to manage pests.,,19-Mar-25,25,2025
DS 2024-2025,PPM-25-0499,March,II,Quirino,Maddela,San Pedro,16.351312,121.698865,Corn,1/30/2025,89,Pioneer,Whorl Stage,FAW,89,13.5,15,3,1,13.5,0,Advised farmers to apply bio-control agents to maange the incidence of pest and conduct regular monitoring.,,19-Mar-25,12,2025
DS 2024-2025,PPV-25-0500,March,II,Cagayan,Gonzaga,Sta. Clara,18.2246539,122.066054,Corn,12/3/2024,1104,NK 6410,Reproductive Stage,Rodents,77.28,2,2.58,3,-,0,2,Advised farmer to use bait to manage the incidence of rodents.,,17-Mar-25,1,2025
DS 2024-2025,PPV-25-0501,March,II,Cagayan,Gonzaga,Tapel,18.289303,122.0268842,Corn,12/17/2024,652.3,NK 6410,Reproductive Stage,FAW,78.3,1.25,1.59,1,-,1.25,0,Advised farmer to apply EPF to manage the pest and conduct regular monitoring.,,27-Mar-25,2,2025
DS 2024-2025,PPM-25-0502,March,II,Isabela,Cauayan  City,Villaluna,16.951661,121.808546,Corn,5/3/2025,20,NK 6410,Whorl Stage,FAW,20,4,20,5,-,4,0,Advised farmers to spray recommended insecticide for the management of FAW and conduct continuous monitoring.,,25-Mar-25,12,2025
DS 2024-2025,PPM-25-0503,March,II,Isabela,Cauayan  City,Union,16.951054,121.81774,Corn,12/30/2024,60,NK 6130,Reproductive Stage,Northern corn leaf blight,60,3,5,3,-,0,3,Advise farmers to conduct continuous monitoring.,,25-Mar-25,15,2025
DS 2024-2025,PPM-25-0504,March,II,Isabela,Cauayan  City,Carabatan Bacareno,16.956438,121.804521,Corn,12/31/2024,50,NK 6130,Reproductive Stage,Bacterial Stalk Rot,50,7.5,15,3,-,0,7.5,Advise farmers to conduct continuous monitoring.,,25-Mar-25,15,2025
DS 2024-2025,PPM-25-0505,March,II,Isabela,Cauayan  City,Carabatan Punta,16.961005,121.80198,Corn,12/30/2024,55,NK 6130,Reproductive Stage,Bacterial Stalk Rot,55,8.25,15,3,-,0,8.25,Advise farmers to conduct continuous monitoring.,,25-Mar-25,20,2025
DS 2024-2025,PPM-25-0506,March,II,Isabela,Cauayan  City,Carabatan Chica,16.951886,121.783339,Corn,12/29/2024,50,NK 6410,Reproductive Stage,Curvularia leaf spot,50,12.5,25,5,-,0,12.5,Advise farmers to conduct continuous monitoring.,,25-Mar-25,25,2025
DS 2024-2025,PPM-25-0507,March,II,Isabela,Naguilian,Palatao,17.004059,121.840578,Corn,12/30/2024,80,NK 6130,Reproductive Stage,Curvularia leaf spot,80,20,25,5,-,0,20,Advise farmers to conduct continuous monitoring.,,26-Mar-25,40,2025
DS 2024-2025,PPM-25-0508,March,II,Isabela,Naguilian,Minanga,16.978679,121.842295,Corn,3/1/2025,20,NK 6410,Reproductive Stage,Curvularia leaf spot,20,5,25,5,-,0,5,Advise farmers to conduct continuous monitoring.,,26-Mar-25,15,2025
DS 2024-2025,PPM-25-0509,March,II,Isabela,Burgos,Culalabo Del Norte,17.11533167,121.7062917,Corn,2/18/2024,20,NK 6410,Whorl Stage,FAW,20,7,35,1,1,7,0,Advised farmers to spray insecticide to manage FAW and conduct continuous monitoring.,,26-Mar-25,3,2025
DS 2024-2025,PPM-25-0510,March,II,Isabela,Roxas,San Placido,17.13158167,121.6148383,Corn,2/28/2025,50,Dekalb 8282,Whorl Stage,FAW,50,10,20,1,1,10,0,Advised farmers to used recommended insecticide for the management of FAW and conduct regular monitoring.,,25-Mar-25,6,2025
DS 2024-2025,PPM-25-0511,March,II,Quirino,Maddela,Dumabato Sur,16.340275,121.653035,Corn,12/28/2024,65,NK 6410,Maturity,Northern corn leaf blight,65,8.58,13.2,5,-,0,8.58,Advised farmers to conduct continuous monitoring for a possible incidence of other pest an diseases.,,26-Mar-25,9,2025
DS 2024-2025,PPM-25-0512,March,II,Quirino,Maddela,Dumabato Sur,16.340728,121.653032,Corn,12/28/2024,65,NK 6410,Maturity,Bacterial Stalk Rot,65,2.92,4.5,3,-,0,2.92,Advised farmers to conduct continuous monitoring for a possible incidence of other pest an diseases.,,26-Mar-25,3,2025
DS 2024-2025,PPM-25-0513,March,II,Quirino,Maddela,Dumabato Sur,16.340853,121.65298,Corn,3/2/2025,8,Pioneer,Whorl Stage,FAW,8,1.2,15,3,-,1.2,0,"Farmers already sprayed insecticide, advised them to apply earwig/trichogramma for further management.",,26-Mar-25,1,2025
DS 2024-2025,PPV-25-0514,March,II,Cagayan,Amulung,Unag,17.8212767,121.711645,Corn,1/25/2025,438.36,NK 6410,Reproductive Stage,FAW,5,5,30,9,,5,0,"Farmers already applied Insecticides, and introduced Trichogramma and Earwig",Continuous monitoring,26-Mar-25,5,2025
DS 2024-2025,PPV-25-0515,March,II,Cagayan,Amulung,Annabuculan,17.8197917,121.7000633,Corn,1/15/2025,188.74,NK 6410,Reproductive Stage,FAW,16,16,30,9,,16,0,"Farmers already applied Insecticides, and introduced Trichogramma and Earwig",Continuous monitoring,26-Mar-25,20,2025
DS 2024-2025,PPV-25-0516,March,II,Cagayan,Amulung,Annabuculan,17.8196,121.7013,Corn,5/12/2024,188.74,NK 6410,Maturity,FAW,23.63,23.63,20,9,,23.63,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,28,2025
DS 2024-2025,PPV-25-0517,March,II,Cagayan,Amulung,Pacac Grande,17.826,121.6625,Corn,5/12/2024,137.7,NK 6410,Maturity,FAW,24.5,24.5,20,9,,24.5,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,13,2025
DS 2024-2025,PPV-25-0518,March,II,Cagayan,Amulung,Estefania,17.7976,121.7248,Corn,5/12/2024,56.7,NK 6410,Maturity,FAW,56.7,56.7,20,9,,56.7,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,32,2025
DS 2024-2025,PPV-25-0519,March,II,Cagayan,Amulung,Concepcion,17.8043,121.7251,Corn,5/12/2024,28.9,BT Varieties ,Maturity,FAW,2,2,20,9,,2,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,3,2025
DS 2024-2025,PPV-25-0520,March,II,Cagayan,Amulung,Cordova,17.769,121.6561,Corn,5/12/2024,198.16,BT Varieties ,Maturity,FAW,5,5,20,9,,5,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,3,2025
DS 2024-2025,PPV-25-0521,March,II,Cagayan,Amulung,Palacu,17.8409,121.7018,Corn,5/12/2024,149.8,BT Varieties ,Maturity,FAW,6.25,6.25,20,9,,6.25,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,13,2025
DS 2024-2025,PPV-25-0522,March,II,Cagayan,Amulung,Bauan,17.8496,121.699,Corn,5/12/2024,57.6,BT Varieties ,Maturity,FAW,24.19,24.19,20,9,,24.19,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,27,2025
DS 2024-2025,PPV-25-0523,March,II,Cagayan,Amulung,Unag,17.8175,121.7057,Corn,5/12/2024,438.36,NK 6410,Maturity,FAW,4,4,20,9,,4,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,4,2025
DS 2024-2025,PPV-25-0524,March,II,Cagayan,Amulung,Balauini,17.7879,121.6557,Corn,5/12/2024,358,BT Varieties ,Maturity,FAW,62.6,62.6,20,9,,62.6,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,46,2025
DS 2024-2025,PPV-25-0525,March,II,Cagayan,Amulung,Logung,17.8393,121.6898,Corn,5/12/2024,204,BT Varieties ,Maturity,FAW,72.75,72.75,20,9,,72.75,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,52,2025
DS 2024-2025,PPV-25-0526,March,II,Cagayan,Amulung,Dugayung,17.8656,121.6919,Corn,5/12/2024,63,BT Varieties ,Maturity,FAW,8,8,20,9,,8,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,12,2025
DS 2024-2025,PPV-25-0527,March,II,Cagayan,Amulung,Palayag,17.8097,121.6753,Corn,5/12/2024,124.29,BT Varieties ,Maturity,FAW,12.5,12.5,20,9,,12.5,0,Farmers already applied Insecticides during vegetative stage,Continuous monitoring,26-Mar-25,6,2025
DS 2024-2025,PPV-25-0528,March,II,Cagayan,Amulung,Anquiray,17.824,121.7258,Corn,4/12/2024,159.85,BT Varieties ,Maturity,FAW,3.5,3.5,20,9,,3.5,0,Farmers already applied Insecticides during vegetative stage,Continous monitoring,31-Mar-25,7,2025
DS 2024-2025,PPV-25-0529,March,II,Cagayan,Amulung,Gabut,17.8596,121.6739,Corn,4/12/2024,173,BT Varieties ,Maturity,FAW,2.8,2.8,20,9,,2.8,0,Farmers already applied Insecticides during vegetative stage,Continous monitoring,31-Mar-25,3,2025
DS 2024-2025,PPM-25-0530,April,II,Isabela,Santiago City,Mabini,16.691733,121.565928,Corn,12/29/2024,50,Pioneer,Maturity,Banded Sheath Blight,50,10,20,9,,10,0,Advised farmers to conduct continuous monitoring.,,1-Apr-25,15,2025
DS 2024-2025,PPM-25-0531,April,II,Isabela,Santiago City,Mabini,16.692265,121.565598,Corn,12/29/2024,50,Pioneer,Maturity,Northern corn leaf blight,50,2.7,5.4,9,,2.7,0,Advised farmers to conduct continuous monitoring.,,1-Apr-25,35,2025
DS 2024-2025,PPM-25-0532,April,II,Isabela,Santiago City,Mabini,16.691768,121.566098,Corn,12/29/2024,50,Pioneer,Maturity,CPH,50,20,40,9,,20,0,Advised farmers to conduct continuous monitoring.,,1-Apr-25,15,2025
DS 2024-2025,PPM-25-0533,April,II,Quirino,Aglipay,Palacian,16.445188,121.621275,Corn,12/30/2024,94,NK 6410,Maturity,Northern corn leaf blight,94,7.38,7.86,3,-,0,7.38,Advised farmers to monitor other incidence of pest and diseases incidence.,,2-Apr-25,8,2025
DS 2024-2025,PPM-25-0534,April,II,Quirino,Maddela,San Pedro,16.351307,121.698845,Corn,1/30/2025,89,Healer,Reproductive Stage,Northern corn leaf blight,89,2.98,3.35,3,-,0,2.98,Advised farmers to monitor other incidence of pest and diseases incidence.,,2-Apr-25,2,2025
DS 2024-2025,PPM-25-0535,April,II,Quirino,Aglipay,Victoria,16.414912,121.630052,Corn,12/26/2024,55,NK 8840,Maturity,Bacterial Stalk Rot,55,2.49,4.54,3,-,0,2.49,Advised farmers to monitor other incidence of pest and diseases incidence.,,2-Apr-25,3,2025
DS 2024-2025,PPV-25-0536,April,II,Cagayan,Gonzaga,Cabiraoan,18.30198343,122.098225,Corn,8/1/2025,551.5,Pioneer,Whorl Stage,Banded Sheath Blight,80.65,2,2.47,5,-,0,2,Advised farmer to spray kocide tp manage the incidence of disease and conduct continuous monitoring.,,2-Apr-25,1,2025
DS 2024-2025,PPV-25-0537,April,II,Cagayan,Gonzaga,Cabiraoan,18.3023233,122.098225,Corn,12/26/2024,551.5,Pioneer,Whorl Stage,Corn smut,80.65,2,2.47,3,-,0,2,Advised farmer to spray kocide tp manage the incidence of disease and conduct continuous monitoring.,,2-Apr-25,1,2025
DS 2024-2025,PPM-25-0538,April,II,Isabela,Burgos,San Roque,17.035377,121.753465,Corn,1/25/2025,15,NK 6410,Reproductive Stage,Northern corn leaf blight,15,0.75,5,3,-,0,0.75,Advised farmers to conduct continuous monitoring for possible occurrence of other pest and diseases.,,1-Apr-25,10,2025
DS 2024-2025,PPM-25-0539,April,II,Isabela,Reina Mercedes,Banquero,17.026643,121.786183,Corn,1/26/2025,70,Dekalb 8282,Reproductive Stage,Curvularia leaf spot,70,14,20,5,-,0,14,Advised farmers to conduct continuous monitoring for possible occurrence of other pest and diseases.,,3-Apr-25,65,2025
DS 2024-2025,PPM-25-0540,April,II,Quirino,Nagtipunan,Dipantan,16.263945,121.640072,Corn,1/22/2025,127,NK 6410,Maturity,Northern corn leaf blight,127,6.87,5.41,3,-,0,6.87,Adviced farmers to conduct continuous monitor for a possible incidence of other pest and diseases.,,8-Apr-25,8,2025
DS 2024-2025,PPM-25-0541,April,II,Quirino,Nagtipunan,Dipantan,16.26391,121. 639902,Corn,1/22/2025,127,NK 6410,Maturity,Bacterial Stalk Rot,127,3.17,2.5,3,-,0,3.17,Adviced farmers to conduct continuous monitor for a possible incidence of other pest and diseases.,,8-Apr-25,4,2025
DS 2024-2025,PPM-25-0542,April,II,Quirino,Nagtipunan,Sangbay,16.255853,121.654718,Corn,02/29/2025,6,Pioneer,Whorl Stage,FAW,6,1.2,20,1,-,1.2,0,Advised farmers to spray recommended insecticide for the management of FAW and conduct a continuous monitoring.,,8-Apr-25,2,2025
DS 2024-2025,PPM-25-0543,April,II,Quirino,Maddela,Diduyon,16.32715,121.659428,Corn,1/27/2025,98,Healer 101,Maturity,CPH,98,19.6,20,3,-,19.6,0,Adviced farmers to spray recommended insecticide to manage the pest.,,8-Apr-25,21,2025
DS 2024-2025,PPM-25-0544,April,II,Cagayan,Solana,Iraga,17.7231,121.6451,Corn,12/20/2024,586.6,BT Varieties ,Maturity,FAW,2.9,2.9,10,9,,2.9,0,Farmers already applied distributed pesticides for the management of the pest.,,3-Apr-25,4,2025
DS 2024-2025,PPM-25-0545,April,II,Cagayan,Solana,Iraga,17.7231,121.6451,Corn,12/20/2024,586.6,BT Varieties ,Reproductive Stage,FAW,2..3,2.3,30,9,,2.3,0,Farmers already applied distributed pesticides for the management of the pest.,,3-Apr-25,2,2025
DS 2024-2025,PPM-25-0546,April,ll,Isabela,Naguilian,Palattao,17.001532,121.841743,Corn,1/30/2025,75,Pioneer 3585,Reproductive Stage,Curvularia leaf spot,75,18.75,25,5,-,0,18.75,Advised farmers to conduct a continuous monitoring.,"Not recommended to spray any chemicals, rice at soft dough stage.",8-Apr-25,55,2025
DS 2024-2025,PPM-25-0547,April,ll,Isabela,Aurora,Bannagao,17.00384,121.693668,Corn,1/2/2025,20,NK 6410,Reproductive Stage,Curvularia leaf spot,20,5,25,7,-,0,5,Advised farmers to conduct a continuous monitoring.,"Not recommended to spray any chemicals, rice at soft dough stage.",10-Apr-25,15,2025
DS 2024-2025,PPM-25-0548,April,ll,Isabela,Luna,Lalog 2,16.989451,121.722534,Corn,1/15/2025,10,NK 6410,Reproductive Stage,FAW,10,0.5,5,3,-,0.5,0,Advised farmers to spray recommended insecticide for management of FAW and conduct continuous monitoring.,,9-Apr-25,8,2025
DS 2024-2025,PPM-25-0549,April,ll,Isabela,Luna,Sto. Domingo,16.989445,121.722541,Corn,1/31/2025,20,Dekalb 8282,Reproductive Stage,Curvularia leaf spot,20,6,30,7,-,0,6,Advised farmers to conduct a continuous monitoring.,"Not recommended to spray any chemicals, rice at soft dough stage.",9-Apr-25,18,2025
DS 2024-2025,PPM-25-0550,April,ll,Isabela,Luna,Macugay,17.006839,121.712718,Corn,1/31/2025,20,Dekalb 8282,Reproductive Stage,Curvularia leaf spot,20,5,25,7,-,0,5,Advised farmers to conduct a continuous monitoring.,"Not recommended to spray any chemicals, rice at soft dough stage.",9-Apr-25,12,2025
DS 2024-2025,PPM-25-0551,April,ll,Isabela,Echague,Damang west,16.682575,121.670202,Corn,1/19/2025,50,Dekalb,Maturity,Northern corn leaf blight,50,4.55,9.13,3,-,4.55,0,"Farmers already sptayed fungicide, advised farmers to conduct regular monitoring.",,7-Apr-26,20,2025
DS 2024-2025,PPM-25-0552,April,ll,Isabela,Echague,Damang west,16.68255,121.670133,Corn,1/19/2025,50,Dekalb,Maturity,CPH,50,15,30,3,-,15,0,"Farmers already sptayed insecticide, advised farmers to conduct regular monitoring.",,7-Apr-26,20,2025
DS 2024-2025,PPV-25-0553,April,II,Cagayan,Iguig,Salamague,17.74093,121.7324,Corn,12/1/2025,189.7,Pioneer,Reproductive Stage,FAW,35,35,50,5,,35,0,Conducted Validation and advised farmers to spray recommended insecticide to manage the pest.,,18-Apr-25,35,2025
DS 2024-2025,PPV-25-0554,April,II,Cagayan,Gonzaga,Cabirauan,18.31172,122.1131083,Corn,11/29/2024,52,Pioneer 3585,Whorl Stage,FAW,2,2,20,5,,2,0,Conducted Validation and advised farmer to spray recommended insecticide to manage the pest.,,18-Apr-25,1,2025
DS 2024-2025,PPV-25-0555,April,II,Cagayan,Gonzaga,Cabirauan,18.987035,121.8555533,Corn,11/29/2024,103.5,BT Varieties ,Maturity,Rodents,10,10,20,9,,0,0,Conducted Validation and Advised farmers to apply rodenticide to maange the pest.,,18-Apr-25,9,2025
DS 2024-2025,PPV-25-0556,April,II,Cagayan,Lallo,Cabayabasan,18.12445334,121.556075,Corn,11/28/2024,30,BT Varieties ,Maturity,Rodents,8,8,40,5,,0,8,Conducted Validation and Advised farmers to apply rodenticide to maange the pest.,,18-Apr-25,10,2025
