project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS1777,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Mantata, Macabenga FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),1990000.00,,0.37,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bulala,PH0205007003,PH0205007,PH02050,barangay_matched
ABEMIS1778,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,NAGBITIN SWIP REHABILITATION,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),980542.66,NAGBITIN FARMERS,1.00,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Nagbitin,PH0205014004,PH0205014,PH02050,barangay_matched
ABEMIS1779,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Voyay-Tayatuan FMR, Ivana (DAF CY - 2015)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),1990000.00,,0.42,Batanes,Batanes,Ivana,Salagao,PH0200903002,PH0200903,PH02009,barangay_matched
ABEMIS1780,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Mabini to Brgy. Union FMR, Brgy. Mabini and Brgy. Union, Gamu, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),8507020.20,,0.90,Isabela,2nd District,Gamu,Mabini,PH0203113012,PH0203113,PH02031,barangay_matched
ABEMIS1781,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Dopaj FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999700.00,,0.28,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Palabotan,PH0205008012,PH0205008,PH02050,barangay_matched
ABEMIS1782,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,NICOLAS AGATEP SWIP,Regional Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),9853013.70,NICOLAS AGATEP Small Water Irrigation System Association,1.00,Cagayan,2nd District,Lasam,Nicolas Agatep,PH0201517019,PH0201517,PH02015,barangay_matched
ABEMIS1783,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Sumjet-Dejey FMR, Uyugan (DAF CY - 2015)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),2985000.00,,0.30,Batanes,Batanes,Uyugan,Imnajbu,PH0200906002,PH0200906,PH02009,barangay_matched
ABEMIS1784,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Pedlisan FMR, Brgy. Pedlisan, Maddela, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.10,Quirino,Quirino,Maddela,Pedlisan,PH0205704016,PH0205704,PH02057,barangay_matched
ABEMIS1785,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Chapnaywan FMR and Vayoy Chajapawan FMR, Uyugan (DAF CY - 2015)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),3980000.00,,0.15,Batanes,Batanes,Uyugan,Itbud,PH0200906003,PH0200906,PH02009,barangay_matched
ABEMIS1786,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Patkiao-Tawang, Besong FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1989900.00,,0.21,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Besong,PH0205010009,PH0205010,PH02050,barangay_matched
ABEMIS1787,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Bantay- Bitabian-San Pablo FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),2504900.00,,0.38,Isabela,2nd District,San Mariano,Bitabian,PH0203131004,PH0203131,PH02031,barangay_matched
ABEMIS1788,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Pinaripad Sur FMR, Brgy. Pinaripad Sur, Aglipay, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.60,Quirino,Quirino,Aglipay,Pinaripad Sur,PH0205701007,PH0205701,PH02057,barangay_matched
ABEMIS1789,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,MAASIN DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),3918972.90,BRGY. MAASIN FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Quezon,Maasin,PH0205011011,PH0205011,PH02050,barangay_matched
ABEMIS1790,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Manuel FMR, Brgy. San Manuel, Naguilian, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),4975000.00,,0.50,Isabela,2nd District,Naguilian,San Manuel,PH0203120019,PH0203120,PH02031,barangay_matched
ABEMIS1791,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,SANTIAGO DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),5571834.00,SANTIAGO DD FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Sanchez Mira,Santiago,PH0201522017,PH0201522,PH02015,barangay_matched
ABEMIS1792,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Construction of Brgy. Dungeg-Patunungan Ph. 1 FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),24990000.00,,5.46,Cagayan,1st District,Santa Ana,Dungeg,PH0201523005,PH0201523,PH02015,barangay_matched
ABEMIS1793,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Dalayap, Carolotan FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999100.00,,0.20,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Kakiduguen,PH0205009012,PH0205009,PH02050,barangay_matched
ABEMIS1794,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,SAN TEODORO DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),1598029.02,SAN YEODOR DD FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Claveria,Santiago,PH0201511024,PH0201511,PH02015,barangay_matched
ABEMIS1795,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Daragutan East FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),3850500.00,,0.59,Isabela,2nd District,San Mariano,,,PH0203131,PH02031,barangay_unmatched
ABEMIS1796,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Poblacion Sur FMR, Brgy. Poblacion Sur, Maddela, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.60,Quirino,Quirino,Maddela,,,PH0205704,PH02057,barangay_unmatched
ABEMIS1797,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Capuseran to Brgy. Andabuen FMR, Brgy. Capuseran and Brgy. Andabuen, Benito Soliven, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),5970000.00,,0.60,Isabela,2nd District,Benito Soliven,Andabuen,PH0203104001,PH0203104,PH02031,barangay_matched
ABEMIS1798,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Baliling-Bacneng FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1955000.00,,0.30,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Baliling,PH0205012003,PH0205012,PH02050,barangay_matched
ABEMIS1799,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Maguirig FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),2984900.00,,0.28,Cagayan,3rd District,Solana,Maguirig,PH0201527017,PH0201527,PH02015,barangay_matched
ABEMIS1800,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,BINGO-GURAY DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),8602409.19,BRGY. BITNONG FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bitnong,PH0205007021,PH0205007,PH02050,barangay_matched
ABEMIS1801,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Talecabcab FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),1990000.00,,0.47,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Talecabcab,,PH0205010,PH02050,barangay_unmatched
ABEMIS1802,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"CONCRETING OF LISED - MULONG FMR, STA. ROSA, ITBAYAT, BATANES",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),19547635.91,,0.76,Batanes,Batanes,Itbayat,Santa Rosa (Kaynatuan),PH0200902010,PH0200902,PH02009,barangay_matched
ABEMIS1803,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Andres FMR, Brgy. San Andres, San Mateo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),2000000.00,,0.20,Isabela,3rd District,San Mateo,San Andres,PH0203132025,PH0203132,PH02031,barangay_matched
ABEMIS1804,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Sinamar Norte to Brgy. San Marcos FMR, Brgy. Sinamar Norte and Brgy. San Marcos, San Mateo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),5000000.00,,0.50,Isabela,3rd District,San Mateo,Sinamar Norte,PH0203132031,PH0203132,PH02031,barangay_matched
ABEMIS1805,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Divisoria Sur FMR, Brgy. Divisoria Sur, Maddela, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.60,Quirino,Quirino,Maddela,Divisoria Sur (Bisangal),PH0205704004,PH0205704,PH02057,barangay_matched
ABEMIS1806,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Dipintin FMR, Brgy. Dipintin, Maddela, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.70,Quirino,Quirino,Maddela,,,PH0205704,PH02057,barangay_unmatched
ABEMIS1807,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Beti-Yaway FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999200.00,,0.41,Nueva Vizcaya,Nueva Vizcaya,Aritao,Beti,PH0205002002,PH0205002,PH02050,barangay_matched
ABEMIS1808,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,DIVISORIA SWIP LIUE OF ASTA MARIA SWIP,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),3698058.75,DIVISORIA SUR FARMERS,1.00,Quirino,Quirino,Maddela,Divisoria Sur (Bisangal),PH0205704004,PH0205704,PH02057,barangay_matched
ABEMIS1809,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of San Pedro to Bagnos FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),19900000.00,,3.62,Isabela,3rd District,Alicia,San Pedro,PH0203101028,PH0203101,PH02031,barangay_matched
ABEMIS1810,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,CATAG SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),16104943.54,CATAG SWIP FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Lasam,Tagao,PH0201517024,PH0201517,PH02015,barangay_matched
ABEMIS1811,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Tagumay FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),2970000.00,,0.40,Cagayan,1st District,Gattaran,Tagumay,PH0201513048,PH0201513,PH02015,barangay_matched
ABEMIS1812,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Tactac-Atbu FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1983600.00,,0.25,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Atbu,PH0205012013,PH0205012,PH02050,barangay_matched
ABEMIS1813,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Comon-Gasajas FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),1980000.00,,0.28,Nueva Vizcaya,Nueva Vizcaya,Aritao,Comon,PH0205002006,PH0205002,PH02050,barangay_matched
ABEMIS1814,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,MINANGA SUR SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),6732448.80,MINANGA SUR SWIP FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Lasam,Minanga Sur,PH0201517016,PH0201517,PH02015,barangay_matched
ABEMIS1815,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Roma Norte-Batu Road,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),4975000.00,,0.65,Cagayan,3rd District,Enrile,Roma Norte,PH0201512020,PH0201512,PH02015,barangay_matched
ABEMIS1816,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Del Pilar FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),0.00,,0.60,Quirino,Quirino,Cabarroguis (Capital),Del Pilar,PH0205702004,PH0205702,PH02057,barangay_matched
ABEMIS1817,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Karianiagan-Gasajas FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999800.00,,0.37,Nueva Vizcaya,Nueva Vizcaya,Aritao,,,PH0205002,PH02050,barangay_unmatched
ABEMIS1818,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,MANUPOG DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),2657957.40,BRGY. MUTA FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Muta,PH0205009017,PH0205009,PH02050,barangay_matched
ABEMIS1819,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Barangcuag to Brgy. Victoria FMR, Brgy. Barancuag, Angadanan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),4975000.00,,1.50,Isabela,3rd District,Angadanan,Barangcuag,PH0203102006,PH0203102,PH02031,barangay_matched
ABEMIS1820,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,VILLAREY SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),8887699.77,VILLAREY SWIP FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Piat,Villa Rey (San Gaspar*),PH0201520014,PH0201520,PH02015,barangay_matched
ABEMIS1821,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Dibibi - Brgy. San Benigno FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),5969400.00,,0.60,Quirino,Quirino,Cabarroguis (Capital),Dibibi,PH0205702005,PH0205702,PH02057,barangay_matched
ABEMIS1822,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,MOLAVE DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),3588475.10,BRGY. BITNONG FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bitnong,PH0205007021,PH0205007,PH02050,barangay_matched
ABEMIS1823,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,VIGA SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),10180165.97,VIGA SWIP FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Lasam,Viga,PH0201517026,PH0201517,PH02015,barangay_matched
ABEMIS1824,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,ABAGATAN SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),5283039.52,Abagatan Small Water Impounding Farmer Beneficiaries,1.00,Cagayan,2nd District,Claveria,Pata West,PH0201511036,PH0201511,PH02015,barangay_matched
ABEMIS1825,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Sitio Lunac - Duroc Dipaluda, Brgy. Buenavista FMR, Brgy. Buenavista, Angadanan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),7000000.00,,0.70,Isabela,3rd District,Angadanan,Buenavista,PH0203102009,PH0203102,PH02031,barangay_matched
ABEMIS1826,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,PATAGA SWIP REHAB,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),2413796.46,PATAGA Small Water Irrigation System Association,1.00,Cagayan,2nd District,Sanchez Mira,Langagan,PH0201522010,PH0201522,PH02015,barangay_matched
ABEMIS1827,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Villa Agulla - Villa Ylanan - San Martin FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),19990000.00,,0.70,Quirino,Quirino,Maddela,Villa Jose V Ylanan,PH0205704037,PH0205704,PH02057,barangay_matched
ABEMIS1828,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,CASITAN SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),6127249.80,CASITAN SWIP FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Pamplona,Casitan,PH0201518008,PH0201518,PH02015,barangay_matched
ABEMIS1829,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of San Esteban SPIS Project,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),5642080.00,San Esteban Small Water Irrigation System Association,1.00,Cagayan,1st District,Alcala,San Esteban,PH0201502023,PH0201502,PH02015,barangay_matched
ABEMIS1830,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,CANIWALAN DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),2460853.55,CANIWALAN DD FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Calayan,Magsidel,PH0201509006,PH0201509,PH02015,barangay_matched
ABEMIS1831,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,SALPAD DD,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),1045333.53,DIBALIO FARMERS,1.00,Cagayan,2nd District,Claveria,Dibalio,PH0201511011,PH0201511,PH02015,barangay_matched
ABEMIS1832,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Antonio, Linglingay and Salvacion FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),9950000.00,,1.77,Isabela,3rd District,Alicia,,,PH0203101,PH02031,barangay_unmatched
ABEMIS1833,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,MARABBON-MALUKKIT SWIP REHAB,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),2418381.62,MARABBUN-MALUKKIT Small Water Irrigation System Association,1.00,Cagayan,2nd District,Sanchez Mira,Centro II (Pob.),PH0201522004,PH0201522,PH02015,barangay_matched
ABEMIS1834,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,BINUANGAN DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),2007959.91,BRGY. BINUANGAN FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Binnuangan,,PH0205007,PH02050,barangay_unmatched
ABEMIS1835,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,TUENG DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),4689437.00,BRGY. PALABUTAN FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Palabotan,PH0205008012,PH0205008,PH02050,barangay_matched
ABEMIS1836,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Liwliwa FMR, Brgy. Liwliwa, Angadanan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),11879984.91,,3.40,Isabela,3rd District,Angadanan,Liwliwa,PH0203102029,PH0203102,PH02031,barangay_matched
ABEMIS1837,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Quirino Experiement Station FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),4974600.00,,0.50,Quirino,Quirino,Aglipay,San Ramon,PH0205701014,PH0205701,PH02057,barangay_matched
ABEMIS1838,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Sta Rosa- Mapala,San Fabian FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999300.00,,0.28,Nueva Vizcaya,Nueva Vizcaya,Kayapa,San Fabian,PH0205010020,PH0205010,PH02050,barangay_matched
ABEMIS1839,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,GREENVALLEY DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),5148910.12,BRGY. BITNONG FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bitnong,PH0205007021,PH0205007,PH02050,barangay_matched
ABEMIS1840,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Mabini to Brgy. Union FMR, Brgy. Mabini and Brgy. Union, Gamu, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),8507020.20,,0.90,Isabela,2nd District,Gamu,Mabini,PH0203113012,PH0203113,PH02031,barangay_matched
ABEMIS1841,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Francisco Norte to Brgy. Dietban FMR, Brgy. San Francisco Norte and Brgy. Dietban, San Guillermo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),5000000.00,,0.50,Isabela,6th District,San Guillermo,San Francisco Norte,PH0203128026,PH0203128,PH02031,barangay_matched
ABEMIS1842,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,BACRING 2 SWIP,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),12488138.02,Bacring Small Water Irrigation System Association,1.00,Cagayan,3rd District,Amulung,Bacring,PH0201504009,PH0201504,PH02015,barangay_matched
ABEMIS1843,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,UDDIAWAN DD EHAB,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),779174.40,BRGY. UDDIAWAN FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Solano,Uddiawan,PH0205013018,PH0205013,PH02050,barangay_matched
ABEMIS1844,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Barcolan FMR, Brgy. Barcolan, Gamu, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2000000.00,,0.20,Isabela,2nd District,Gamu,Barcolan,PH0203113002,PH0203113,PH02031,barangay_matched
ABEMIS1845,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Ramona and Ingub Norte FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),9950000.00,,2.10,Isabela,3rd District,Angadanan,Ramona,PH0203102044,PH0203102,PH02031,barangay_matched
ABEMIS1846,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,BINOGAOAN DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),993084.80,BRGY. BINOGAOAN FARMER BENEFICARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Binogawan,PH0205009005,PH0205009,PH02050,barangay_matched
ABEMIS1847,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Isabela Experiment Station Road Network , Brgy. Upi FMR, Brgy. Upi, Gamu,Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4713375.81,,0.50,Isabela,2nd District,Gamu,Upi,PH0203113025,PH0203113,PH02031,barangay_matched
