facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS1545,MALASIN SWIP REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Malasin (Pob.),,,Rice Program,1.00,,3227398.58,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. MALASIN FARMER BENEFICIARIES
ABEMIS1546,Concreting of Brgy. Parabba FMR,ABEMIS_FMR,Cagayan,3rd District,Pe?ablanca,Parabba,,,Farm to Market Road Development Program,0.45,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1547,Dibibi-Dingasan FMR,ABEMIS_FMR,Quirino,Quirino,Cabarroguis (Capital),Dibibi,,,Farm to Market Road Development Program,2.20,,19500000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1548,STA. ISABEL SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Buguey,Santa Isabel,,,Rice Program,1.00,,4819922.42,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: STA. ISABEL Small Water Irrigation System Association
ABEMIS1549,CABANAYAN SWIP REHAB,ABEMIS_IRRIGATION,Isabela,5th District,Roxas,Simimbaan,,,Rice Program,1.00,,4965303.97,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. SIMIMBAAN FARMER BENEFICIARIES
ABEMIS1550,LALAFUGAN SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Lal-lo,Lalafugan,,,Rice Program,1.00,,1442761.69,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: LALAFUGAN Small Water Irrigation System Association
ABEMIS1551,DIBULUAN SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Jones,Dibuluan,,,Rice Program,1.00,,4583750.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: DIBULUAN RICE FARMERS
ABEMIS1552,BALETE SWIP REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Diadi,Balete,,,Rice Program,1.00,,5277037.20,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. BALETE FARMER BENEFICIARIES
ABEMIS1553,"Concreting of Sitio Baguingey, Commonal FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Solano,Communal,,,Farm to Market Road Development Program,0.39,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1554,DAMMANG SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Camalaniugan,Dammang Norte (Joaquin de la Cruz),,,Rice Program,1.00,,5301300.00,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: DAMMANG Small Water Irrigation System Association
ABEMIS1555,Lannig-Cadaanan FMR,ABEMIS_FMR,Cagayan,3rd District,Tuao,,,,Farm to Market Road Development Program,0.34,,4974500.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1556,IMPROVEMENT OF MAGSAYSAY SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Lasam,Magsaysay,,,Rice Program,1.00,,3959062.57,2019,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY MAGSAYSAY FARMERS
ABEMIS1557,TAPEL I DD REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Gonzaga,Tapel,,,Rice Program,1.00,,1445938.00,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: TAPEL DAM I Small Water Irrigation System Association
ABEMIS1558,"Concreting of Dassun-Malacabibi, Solana-Agguirit FMR",ABEMIS_FMR,Cagayan,3rd District,Solana,Dassun,,,Farm to Market Road Development Program,1.23,,9950000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1559,Concreting of Purok 4 Brgy. Pallas FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,Pallas,,,Farm to Market Road Development Program,0.38,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1560,"Concreting of Brgy. Abbag FMR, Brgy. Abbag, Maddela, Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Abbag,,,Farm to Market Road Development Program,0.70,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1561,ABULAN SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Jones,Abulan,,,Rice Program,1.00,,1375125.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: Abulan Small Water Irrigation System Association Incorporated
ABEMIS1562,KIRANG SWIP REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Aritao,Kirang,,,Rice Program,1.00,,947580.35,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY KIRANG FARMER BENEFICIARIES
ABEMIS1563,KAKILINGAN SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Cordon,Caquilingan (San Luis),,,Rice Program,1.00,,1631815.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: KAKILINGAN RICE FARMERS
ABEMIS1564,TAPEL II DD REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Gonzaga,Tapel,,,Rice Program,1.00,,1440234.89,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: TAPEL Small Water Irrigation System Association
ABEMIS1565,"Concreting of Lazo- Diamond, Bintiwan FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Norte,,,Farm to Market Road Development Program,0.39,,1990000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1566,San Leonardo FMR,ABEMIS_FMR,Quirino,Quirino,Aglipay,San Leonardo (Cabarroguis),,,Farm to Market Road Development Program,0.60,,4974400.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1567,DARAPIDAP SWIP REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Aritao,Darapidap,,,Rice Program,1.00,,2673817.59,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. DARAPIDAP FARMER BENEFICIARIES
ABEMIS1568,Construction of Paniki SPIS Project,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki,,,Corn Program,1.00,,5752921.00,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: Paniki Small Water Irrigation System Association
ABEMIS1569,BALETE SARANAY DD REHAB,ABEMIS_IRRIGATION,Cagayan,1st District,Gonzaga,Tapel,,,Rice Program,1.00,,490637.14,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: RICE FARMER BENEFICIARIES OF BRGY. TAPEL, GONZAGA, CAGAYAN"
ABEMIS1570,ANONANG SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Cordon,Anonang (Balitoc*),,,Rice Program,1.00,,2585235.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: Anonang Small Water Irrigation System Association Incorporated
ABEMIS1571,SAN JUAN DD REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Solano,San Juan,,,Rice Program,1.00,,961942.67,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BRGY. SAN JUAN FARMER BENEFICIARIES
ABEMIS1572,"Concreting of Brgy. Mozzozzin to Brgy. Buenavista FMR, Brgy. Mozzozzin and Brgy. Buenavista, Santa Maria, Isabela",ABEMIS_FMR,Isabela,1st District,Santa Maria,Mozzozzin Sur,,,Farm to Market Road Development Program,1.50,,5970000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1573,Construction of San Ignacio SPIS Project,ABEMIS_IRRIGATION,Isabela,1st District,Ilagan City (Capital),San Ignacio (Canapi),,,Corn Program,1.00,,5778627.87,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: San Ignacio Canapi Small Water Irrigation System Association
ABEMIS1574,SISIM SWIP,ABEMIS_IRRIGATION,Isabela,4th District,City of Santiago,Sagana,,,Rice Program,1.00,,2031913.71,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: SAGANA RICE FARMERS
ABEMIS1575,NALUBBUNAN DD REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Quezon,Nalubbunan,,,Rice Program,1.00,,956464.77,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BRGY. NALUBBUNAN FARMER BENEFICIARIES
ABEMIS1576,"Concreting of Danyaya-Puspos, Poblacion FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Ambaguio,Poblacion,,,Farm to Market Road Development Program,0.24,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1577,Construction of Ilagan SPIS Project,ABEMIS_IRRIGATION,Isabela,1st District,Ilagan City (Capital),San Felipe,,,Corn Program,1.00,,5789593.65,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: DA - Research Outreach Station
ABEMIS1578,ULONG-ULONG SWIP,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Alfonso Castaneda,Lublub (Pob.),,,Rice Program,1.00,,12075173.37,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: LUBLUB RICE FARMERS
ABEMIS1579,AFA DD REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Quezon,Caliat (Pob.),,,Rice Program,1.00,,2885114.62,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BRGY. CALIAT FARMER BENEFICIARIES
ABEMIS1580,NAGSABARAN SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Claveria,Nagsabaran,,,Rice Program,1.00,,6925546.93,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: NAGSABARAN Small Water Irrigation System Association
ABEMIS1581,DUMABATO NORTE SWIP REHAB,ABEMIS_IRRIGATION,Quirino,Quirino,Maddela,Dumabato Norte,,,Rice Program,1.00,,1925974.58,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. DUMABATO NORTE FARMER BENEFICIARIES
ABEMIS1582,Concreting of Brgy. Sisim - Brgy. Lalongan FMR,ABEMIS_FMR,Cagayan,3rd District,Pe?ablanca,Sisim,,,Farm to Market Road Development Program,0.31,,1989700.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1583,"Concreting of Brgy. Anak FMR, Brgy. Anak, Nagtipunan, Quirino",ABEMIS_FMR,Quirino,Quirino,Nagtipunan,Anak,,,Farm to Market Road Development Program,0.50,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1584,NAGBITIN SWIP,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Nagbitin,,,Rice Program,1.00,,12330258.83,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: NAGBITIN RICE FARMERS
ABEMIS1585,BUENAVISTA SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,2nd District,Claveria,Buenavista,,,Rice Program,1.00,,1736464.46,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BUENAVISTA Small Water Irrigation System Association
ABEMIS1586,"COncreting of Brgy. Masipi East, Cabagan to Brgy. Limbauan, San Pablo FMR, Brgy. Masipi East, Cabagan and Brgy. Limbauan, San Pablo, Isabela",ABEMIS_FMR,Isabela,1st District,Cabagan,Masipi East,,,Farm to Market Road Development Program,3.34,,14925000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1587,Palca-Mambacag-Lacambini FMR,ABEMIS_FMR,Cagayan,3rd District,Tuao,Palca,,,Farm to Market Road Development Program,2.06,,20000000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1588,Construction of Sta. Barbara SPIS Project,ABEMIS_IRRIGATION,Cagayan,2nd District,Piat,Santa Barbara,,,Corn Program,1.00,,5678000.00,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: Sta Barbara Small Water Irrigation System Association Incorporated
ABEMIS1589,BELANCE SWIP,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Belance,,,Rice Program,1.00,,2238500.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BELANCE RICE FARMERS
ABEMIS1590,MABITBITNONG SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,2nd District,Santo Ni?o (Faire),Mabitbitnong,,,Rice Program,1.00,,1442814.51,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: MABITBITNONG Small Water Irrigation System Association
ABEMIS1591,Concreting of Monte Alegre-Manalo-Magogod-Dadda FMR,ABEMIS_FMR,Cagayan,3rd District,Amulung,Monte Alegre,,,Farm to Market Road Development Program,2.09,,19900000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1592,"Concreting of Brgy. Zamora FMR, Brgy. Zamora, Cabarroguis, Quirino",ABEMIS_FMR,Quirino,Quirino,Cabarroguis (Capital),Zamora,,,Farm to Market Road Development Program,0.60,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1593,Construction of Capissayan Sur SPIS Project,ABEMIS_IRRIGATION,Cagayan,1st District,Gattaran,Capissayan Sur,,,Corn Program,1.00,,5678000.00,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: Capissayan Sur Farmers Small Water Irrigation System Association
ABEMIS1594,DUNGUL-GULASING DD,ABEMIS_IRRIGATION,Cagayan,1st District,Santa Teresita,Dungeg,,,Rice Program,1.00,,6461031.07,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BRGY DUNGEG FARMERS
ABEMIS1595,SAN ANTONIO DD REHAB,ABEMIS_IRRIGATION,Cagayan,3rd District,Enrile,San Antonio,,,Rice Program,1.00,,4820402.08,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: RICE FARMERS OF BRGY. SAN ANTONIO, ENRILE, CAGAYAN"
ABEMIS1596,"Concreting of Brgy. Moldero to Brgy. Fermeldy FMR, Brgy. Moldero and Brgy. Fermeldy, Tumauini, Isabela",ABEMIS_FMR,Isabela,1st District,Tumauini,Moldero,,,Farm to Market Road Development Program,1.84,,5970000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1597,Construction of Dalla SPIS Project,ABEMIS_IRRIGATION,Cagayan,1st District,Baggao,Dalla,,,Corn Program,1.00,,5650000.00,2018,,Corn Program,Project Group: Irrigation and Water Systems | Project Type: Solar-Powered Irrigation System | Beneficiary: Dalla Farmers Small Water Irrigation System Association
ABEMIS1598,SAN ANTONIO SWIP,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Bambang,San Antonio North,,,Rice Program,1.00,,4242883.93,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: SAN ANTONIO RICE FARMERS
ABEMIS1599,"Concreting of Brgy. Pinayag FMR, Brgy. Pinayag, Kayapa, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Pinayag,,,Farm to Market Road Development Program,0.67,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1600,Don Mariano Perez FMR,ABEMIS_FMR,Quirino,Quirino,Diffun,"Don Mariano Perez, Sr.",,,Farm to Market Road Development Program,0.30,,1989300.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1601,LUCBAN SWIP REHAB,ABEMIS_IRRIGATION,Isabela,2nd District,Benito Soliven,Lucban,,,Rice Program,1.00,,3710931.22,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. LUCBAN FARMER BENEFICIARIES
ABEMIS1602,PANGYAN SWIP REAHB,ABEMIS_IRRIGATION,Cagayan,2nd District,Sanchez Mira,San Andres,,,Rice Program,1.00,,5262267.94,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: RICE FARMER BENEFICIARIES OF BRGY. SAN ANDRES , SANCHEZ MIRA, CAGAYAN"
ABEMIS1603,Centro 02-Salongsong FMR,ABEMIS_FMR,Cagayan,2nd District,Santa Praxedes,Centro II (Pob.),,,Farm to Market Road Development Program,0.56,,3980000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1604,KARIKKIKAN SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,Ilagan City (Capital),Carikkikan Norte,,,Rice Program,1.00,,2970106.30,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: KARIKKIKAN SWIP FARMER BENEFICIARIES
ABEMIS1605,CATALIGAN SWIP REHAB,ABEMIS_IRRIGATION,Cagayan,2nd District,Lasam,Cataliganan,,,Rice Program,1.00,,5303231.35,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: CATALIGANAN Small Water Irrigation System Association
ABEMIS1606,"Concreting of Logpond - Brgy. Kongkong FMR, Brgy. Kongkong, Kasibu, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,,,,Farm to Market Road Development Program,0.61,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1607,PIEZA SWIP,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Pieza,,,Rice Program,1.00,,2952300.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: PIEZA RICE FARMERS
ABEMIS1608,SIMANU SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,San Pablo,Simanu Norte,,,Rice Program,1.00,,8675538.50,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: RICE FARMERS OF BRGY. SIMANU NORTE, SAN PABLO, ISABELA"
ABEMIS1609,"Concreting of Brgy. Carmencita to Brgy. Maui FMR. Brgy. Carmencita and Brgy. Maui, Delfin Albano, Isabela",ABEMIS_FMR,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,,,Farm to Market Road Development Program,1.52,,5970000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1610,BUKIG SWIP REHABILITATION,ABEMIS_IRRIGATION,Cagayan,1st District,Aparri,Bukig,,,Rice Program,1.00,,1922522.36,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY BUKIG FARMERS
ABEMIS1611,"Concreting of Airport Road, Brgy. Dadao",ABEMIS_FMR,Cagayan,2nd District,Calayan,Dadao,,,Farm to Market Road Development Program,0.22,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1612,BANGAAN DD REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Solano,Bangaan,,,Rice Program,1.00,,2952300.00,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BANGAAN RICE FARMERS
ABEMIS1613,SAN ANDRES SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,Ilagan City (Capital),San Andres (Angarilla),,,Rice Program,1.00,,3345120.92,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: SAN ANDRES Small Water Irrigation System Association
ABEMIS1614,"Concreting of Brgy. Abut FMR, Brgy. Abut, Quezon, Isabela",ABEMIS_FMR,Isabela,5th District,Quezon,Abut,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1615,BALLIGUI SWIP,ABEMIS_IRRIGATION,Quirino,Quirino,Maddela,Balligui,,,Rice Program,1.00,,10526657.21,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BALLIGUI RICE FARMERS
ABEMIS1616,SAN ANTONIO SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,Cabagan,San Antonio,,,Rice Program,1.00,,463376.91,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: ZIGIRAN Small Water Irrigation System Association
ABEMIS1617,BUYON SWIP,ABEMIS_IRRIGATION,Isabela,6th District,City of Cauayan,Buyon,,,Rice Program,1.00,,7296597.94,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. BUYON FARMER BENEFICIARIES
ABEMIS1618,NAMNAMA SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,Tumauini,Namnama,,,Rice Program,1.00,,1891235.67,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: RICE FARMERS OF BRGY. NAMNAMA, TUMAUINI, ISABELA"
ABEMIS1619,DON JAME SWIP,ABEMIS_IRRIGATION,Quirino,Quirino,Maddela,San Salvador,,,Rice Program,1.00,,11720156.67,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: SAN SALVADOR RICE FARMERS
ABEMIS1620,CARMENCITA SWIP REHAB,ABEMIS_IRRIGATION,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,,,Rice Program,1.00,,4340000.00,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: CABATARAGAN Small Water Irrigation System Association
ABEMIS1621,"Cncreting of Brgy. Lepanto to Brgy. Calanguigan FMR, Brgy. Lepanto and Calanguigan, Quezon, Isabela",ABEMIS_FMR,Isabela,5th District,Quezon,Lepanto,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1622,BARBARNIS SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Claveria,Santo Ni?o (Barbarnis),,,Rice Program,1.00,,9700926.84,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BARBARNIS Small Water Irrigation System Association
ABEMIS1623,PADAPAD SWIP REHAB,ABEMIS_IRRIGATION,Isabela,5th District,Quezon,Minagbag,,,Rice Program,1.00,,2408644.50,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: PADAPAD Small Water Irrigation System Association
ABEMIS1624,MINALLO SWIP REHAB,ABEMIS_IRRIGATION,Isabela,2nd District,Naguilian,Minallo,,,Rice Program,1.00,,4211426.24,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BALERA Small Water Irrigation System Association
ABEMIS1625,"Concreting of Sitio Yasyas Phase I FMR, Brgy. Ihubok II, Basco, Batanes",ABEMIS_FMR,Batanes,Batanes,Basco (Capital),Ihubok II (Kayvaluganan),,,Farm to Market Road Development Program,0.15,,1856939.80,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1626,"Concreting of Brgy. Siempre Viva Norte to Brgy. San Pedro FMR, Brgy. Siempre Viva Norte and Brgy. San Pedro, Mallig, Isabela",ABEMIS_FMR,Isabela,5th District,Mallig,Siempre Viva Norte,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1627,UTAN SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Allacapan,Utan,,,Rice Program,1.00,,5441788.21,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY UTAN FARMERS
ABEMIS1628,TRINIDAD SWIP REHAB,ABEMIS_IRRIGATION,Isabela,5th District,Mallig,Trinidad,,,Rice Program,1.00,,5839012.48,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: LIPIT-TRINIDAD SWISA
ABEMIS1629,Concreting of Caliat FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Quezon,Caliat (Pob.),,,Farm to Market Road Development Program,0.28,,1990000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1630,DIPINTIN SWIP,ABEMIS_IRRIGATION,Quirino,Quirino,Maddela,Dipintin,,,Rice Program,1.00,,2161967.85,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: DIPINTIN RICE FARMERS
