province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
NUEVA VIZCAYA,DUPAX DEL NORTE,Gabi tubers,5,0.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Geese,9,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Ginger (luya),143,71.3
NUEVA VIZCAYA,DUPAX DEL NORTE,Gmelina Arborea,3,1.43
NUEVA VIZCAYA,DUPAX DEL NORTE,Goats,29,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Green Beans (Baguio Beans),5,2.31
NUEVA VIZCAYA,DUPAX DEL NORTE,Guyabano,7,3.43
NUEVA VIZCAYA,DUPAX DEL NORTE,Hito/Catfish,3,0.21
NUEVA VIZCAYA,DUPAX DEL NORTE,Kalamansi,6,4.6
NUEVA VIZCAYA,DUPAX DEL NORTE,Lemon,3,1.77
NUEVA VIZCAYA,DUPAX DEL NORTE,Lettuce,2,1.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Lime (Calamansi),2,2.05
NUEVA VIZCAYA,DUPAX DEL NORTE,Luyang dilaw,2,1.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Mandarin (dalanghita),15,8.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Mango,16,12.14
NUEVA VIZCAYA,DUPAX DEL NORTE,Marang,1,0.2
NUEVA VIZCAYA,DUPAX DEL NORTE,Mushroom,1,0.7
NUEVA VIZCAYA,DUPAX DEL NORTE,Okra,6,3.56
NUEVA VIZCAYA,DUPAX DEL NORTE,Orange (dalandan),2,1.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Other animals (e.g.,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Other crops for fiber production,1,0.9
NUEVA VIZCAYA,DUPAX DEL NORTE,Other Fish,7,1.23
NUEVA VIZCAYA,DUPAX DEL NORTE,Other fruit-bearing trees and vines,78,113.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Other fruit-bearing vegetables,1306,1669.8
NUEVA VIZCAYA,DUPAX DEL NORTE,Other industrial crops,5,5.28
NUEVA VIZCAYA,DUPAX DEL NORTE,Other leafy vegetables,323,426.97
NUEVA VIZCAYA,DUPAX DEL NORTE,Other leguminous plants,7,7.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Other spices,1,0.3
NUEVA VIZCAYA,DUPAX DEL NORTE,Peanuts,3,0.27
NUEVA VIZCAYA,DUPAX DEL NORTE,Peas- dry (gisantes),3,0.35
NUEVA VIZCAYA,DUPAX DEL NORTE,Pechay,3,1.13
NUEVA VIZCAYA,DUPAX DEL NORTE,Pepper - small green,8,2.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Pepper - sweet,8,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pigeon pea,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pigs or swine,289,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pomelo (suha),1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Potato (patatas),3,0.25
NUEVA VIZCAYA,DUPAX DEL NORTE,Pusit/Squid,1,1
NUEVA VIZCAYA,DUPAX DEL NORTE,Radish (labanos),2,0.65
NUEVA VIZCAYA,DUPAX DEL NORTE,Rambutan,9,3.47
NUEVA VIZCAYA,DUPAX DEL NORTE,Rice/Palay,2591,2559.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Sheep,2,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Squash (kalabasa),94,46.2
NUEVA VIZCAYA,DUPAX DEL NORTE,String beans - harvested green (sitao),11,1.54
NUEVA VIZCAYA,DUPAX DEL NORTE,Sweet peas - harvested green (sitsaro),11,4.41
NUEVA VIZCAYA,DUPAX DEL NORTE,Taro,7,2.64
NUEVA VIZCAYA,DUPAX DEL NORTE,Tiger Grass,1,0.2
NUEVA VIZCAYA,DUPAX DEL NORTE,Tilapia,9,0.63
NUEVA VIZCAYA,DUPAX DEL NORTE,Tomato (kamatis),162,77.61
NUEVA VIZCAYA,DUPAX DEL NORTE,Turkeys,4,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Ube,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Water melon,1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Ampalaya,1,0.3
NUEVA VIZCAYA,DUPAX DEL SUR,Banana,3,0.85
NUEVA VIZCAYA,DUPAX DEL SUR,Beans - dry,28,16.73
NUEVA VIZCAYA,DUPAX DEL SUR,Bellpepper (Green/Red),8,4.2
NUEVA VIZCAYA,DUPAX DEL SUR,Betel Nut (Nga-nga),1,2.5
NUEVA VIZCAYA,DUPAX DEL SUR,Buffaloes (Carabaos),397,0
NUEVA VIZCAYA,DUPAX DEL SUR,Cabbage (repolyo),16,12.45
NUEVA VIZCAYA,DUPAX DEL SUR,Cacao,2,1.5
NUEVA VIZCAYA,DUPAX DEL SUR,Camansi,1,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Camote,8,4.1
NUEVA VIZCAYA,DUPAX DEL SUR,Cattle,141,0
NUEVA VIZCAYA,DUPAX DEL SUR,Cauliflower,2,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Celery (kinchai),1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Chayote,6,7.6
NUEVA VIZCAYA,DUPAX DEL SUR,Chickens,927,0
NUEVA VIZCAYA,DUPAX DEL SUR,Chili (labuyo),3,2.6
NUEVA VIZCAYA,DUPAX DEL SUR,Coconut,2,1.34
NUEVA VIZCAYA,DUPAX DEL SUR,Coffee - other varieties,50,54.8
NUEVA VIZCAYA,DUPAX DEL SUR,Coffee arabica,2,4
NUEVA VIZCAYA,DUPAX DEL SUR,Common beans (habitchuelas),1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Corn,44,29.49
NUEVA VIZCAYA,DUPAX DEL SUR,crops for seed and seedling,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Cucumber (pipino),10,4
NUEVA VIZCAYA,DUPAX DEL SUR,Dogs and cats,2,0
NUEVA VIZCAYA,DUPAX DEL SUR,Dragon Fruit,3,3
NUEVA VIZCAYA,DUPAX DEL SUR,Ducks,217,0
NUEVA VIZCAYA,DUPAX DEL SUR,Eggplant (talong),4,2
NUEVA VIZCAYA,DUPAX DEL SUR,Gabi tubers,2,4
NUEVA VIZCAYA,DUPAX DEL SUR,Geese,16,0
NUEVA VIZCAYA,DUPAX DEL SUR,Ginger (luya),64,43.2
NUEVA VIZCAYA,DUPAX DEL SUR,Goats,36,0
NUEVA VIZCAYA,DUPAX DEL SUR,Green Beans (Baguio Beans),2,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Guyabano,14,21.83
NUEVA VIZCAYA,DUPAX DEL SUR,Hito/Catfish,3,0.93
NUEVA VIZCAYA,DUPAX DEL SUR,Lemon,4,3.15
NUEVA VIZCAYA,DUPAX DEL SUR,Lettuce,1,0.1
NUEVA VIZCAYA,DUPAX DEL SUR,Lima Beans,4,1.75
NUEVA VIZCAYA,DUPAX DEL SUR,Lime (Calamansi),5,4.9
NUEVA VIZCAYA,DUPAX DEL SUR,Long Chili,3,1.5
NUEVA VIZCAYA,DUPAX DEL SUR,Mandarin (dalanghita),23,23.75
NUEVA VIZCAYA,DUPAX DEL SUR,Mango,4,4
NUEVA VIZCAYA,DUPAX DEL SUR,Onion bulbs (sibuyas),8,1.4
NUEVA VIZCAYA,DUPAX DEL SUR,Onion shoot,1,0.17
NUEVA VIZCAYA,DUPAX DEL SUR,Orange (dalandan),2,2.5
NUEVA VIZCAYA,DUPAX DEL SUR,Other Fish,3,0.7
NUEVA VIZCAYA,DUPAX DEL SUR,Other fruit-bearing trees and vines,109,136.95
NUEVA VIZCAYA,DUPAX DEL SUR,Other fruit-bearing vegetables,1748,1980.77
NUEVA VIZCAYA,DUPAX DEL SUR,Other industrial crops,1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Other leafy vegetables,623,726.65
NUEVA VIZCAYA,DUPAX DEL SUR,Other leguminous plants,9,6
NUEVA VIZCAYA,DUPAX DEL SUR,Other poultry,8,0
NUEVA VIZCAYA,DUPAX DEL SUR,Other spices,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Other tubers - roots and bulbs,22,12.1
NUEVA VIZCAYA,DUPAX DEL SUR,Pepper - small green,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Pigs or swine,358,0
NUEVA VIZCAYA,DUPAX DEL SUR,Potato (patatas),3,1.8
NUEVA VIZCAYA,DUPAX DEL SUR,Rabbits and hares,1,0
NUEVA VIZCAYA,DUPAX DEL SUR,Rambutan,5,3.83
NUEVA VIZCAYA,DUPAX DEL SUR,Rice/Palay,2671,2179.81
NUEVA VIZCAYA,DUPAX DEL SUR,Sheep,5,0
NUEVA VIZCAYA,DUPAX DEL SUR,Squash (kalabasa),19,13.88
NUEVA VIZCAYA,DUPAX DEL SUR,String beans - harvested green (sitao),1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Sweet peas - harvested green (sitsaro),5,3.1
NUEVA VIZCAYA,DUPAX DEL SUR,Taro,1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Tilapia,6,0.96
NUEVA VIZCAYA,DUPAX DEL SUR,Tomato (kamatis),59,41.5
NUEVA VIZCAYA,DUPAX DEL SUR,Turkeys,4,0
NUEVA VIZCAYA,KASIBU,Ampalaya,1,0.2
NUEVA VIZCAYA,KASIBU,Avocado,8,3.98
NUEVA VIZCAYA,KASIBU,Banana,1619,928.9
NUEVA VIZCAYA,KASIBU,Bangus,2,0.08
NUEVA VIZCAYA,KASIBU,Beans - dry,194,82.36
NUEVA VIZCAYA,KASIBU,Bellpepper (Green/Red),41,14.82
NUEVA VIZCAYA,KASIBU,Betel Leaf,1,0.02
NUEVA VIZCAYA,KASIBU,Betel Nut (Nga-nga),20,5.07
NUEVA VIZCAYA,KASIBU,Black pepper,13,6.12
NUEVA VIZCAYA,KASIBU,Broccoli,1,0.22
NUEVA VIZCAYA,KASIBU,Buffaloes (Carabaos),1248,0
NUEVA VIZCAYA,KASIBU,Cabbage (repolyo),44,21.22
NUEVA VIZCAYA,KASIBU,Cacao,7,5.06
NUEVA VIZCAYA,KASIBU,Camote,91,25.62
NUEVA VIZCAYA,KASIBU,Camote tops (talbos ng kamote),4,0.7
NUEVA VIZCAYA,KASIBU,Cantaloupes- honey dew and other melon varieties,1,0.9
NUEVA VIZCAYA,KASIBU,Carrot,1,0.5
NUEVA VIZCAYA,KASIBU,Cassava (kamoteng kahoy),8,1.75
NUEVA VIZCAYA,KASIBU,Cattle,21,0
NUEVA VIZCAYA,KASIBU,Cauliflower,3,0.85
NUEVA VIZCAYA,KASIBU,Chayote,117,48
NUEVA VIZCAYA,KASIBU,Chickens,2939,0
NUEVA VIZCAYA,KASIBU,Chili (labuyo),6,3
NUEVA VIZCAYA,KASIBU,Chinese Cabbage,2,0.49
NUEVA VIZCAYA,KASIBU,Coconut,14,4.3
NUEVA VIZCAYA,KASIBU,Coffee - other varieties,156,113.67
NUEVA VIZCAYA,KASIBU,Coffee arabica,2,0.7
NUEVA VIZCAYA,KASIBU,Coffee robusta,6,5.2
NUEVA VIZCAYA,KASIBU,Corn,1822,992.92
NUEVA VIZCAYA,KASIBU,crops for seed and seedling,10,9.14
NUEVA VIZCAYA,KASIBU,Cucumber (pipino),79,39.2
NUEVA VIZCAYA,KASIBU,Dogs and cats,14,0
NUEVA VIZCAYA,KASIBU,Dragon Fruit,72,26.03
NUEVA VIZCAYA,KASIBU,Ducks,942,0
NUEVA VIZCAYA,KASIBU,Durian,16,5.16
NUEVA VIZCAYA,KASIBU,Eggplant (talong),16,5.06
NUEVA VIZCAYA,KASIBU,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.65
NUEVA VIZCAYA,KASIBU,Gabi tubers,15,3.29
NUEVA VIZCAYA,KASIBU,"Garlic shoot, harvested green",1,0.25
NUEVA VIZCAYA,KASIBU,Geese,22,0
NUEVA VIZCAYA,KASIBU,Ginger (luya),518,190.13
NUEVA VIZCAYA,KASIBU,Gmelina Arborea,1,0.66
NUEVA VIZCAYA,KASIBU,Goats,79,0
NUEVA VIZCAYA,KASIBU,Green Beans (Baguio Beans),18,5.82
NUEVA VIZCAYA,KASIBU,Guyabano,12,6.77
NUEVA VIZCAYA,KASIBU,Hito/Catfish,6,0.35
NUEVA VIZCAYA,KASIBU,Jackfruit,2,0.16
NUEVA VIZCAYA,KASIBU,Kalamansi,128,81.62
NUEVA VIZCAYA,KASIBU,Lanzones,14,3.87
NUEVA VIZCAYA,KASIBU,Lemon,33,15.36
NUEVA VIZCAYA,KASIBU,Lime (Calamansi),90,57
NUEVA VIZCAYA,KASIBU,Lime (dayap),12,8.7
NUEVA VIZCAYA,KASIBU,Long Chili,1,0.26
NUEVA VIZCAYA,KASIBU,Longgan,1,0.15
NUEVA VIZCAYA,KASIBU,Luyang dilaw,1,0.25
NUEVA VIZCAYA,KASIBU,Mahogany,2,1.14
NUEVA VIZCAYA,KASIBU,Mandarin (dalanghita),219,117.64
NUEVA VIZCAYA,KASIBU,Mango,8,1.37
NUEVA VIZCAYA,KASIBU,Mangosteen,2,0.24
NUEVA VIZCAYA,KASIBU,Marang,2,1.05
NUEVA VIZCAYA,KASIBU,Narra,2,1.16
NUEVA VIZCAYA,KASIBU,Okra,1,0.1
NUEVA VIZCAYA,KASIBU,Orange (dalandan),46,20.57
NUEVA VIZCAYA,KASIBU,Ornamental Flowers,1,0.05
NUEVA VIZCAYA,KASIBU,Other animals (e.g.,6,0
NUEVA VIZCAYA,KASIBU,Other crops for fiber production,2,4.73
NUEVA VIZCAYA,KASIBU,Other edible nuts,2,0.3
NUEVA VIZCAYA,KASIBU,Other Fish,97,6.59
NUEVA VIZCAYA,KASIBU,Other fruit-bearing trees and vines,255,178.4
NUEVA VIZCAYA,KASIBU,Other fruit-bearing vegetables,3791,3097.58
NUEVA VIZCAYA,KASIBU,Other herbs and spices,1,0.2
NUEVA VIZCAYA,KASIBU,Other industrial crops,122,100.46
NUEVA VIZCAYA,KASIBU,Other leafy vegetables,653,516.06
NUEVA VIZCAYA,KASIBU,Other leguminous plants,23,14.1
NUEVA VIZCAYA,KASIBU,Other poultry,9,0
NUEVA VIZCAYA,KASIBU,Other temporary crops not reported elsewhere,1,0.05
NUEVA VIZCAYA,KASIBU,Other tubers - roots and bulbs,8,6.77
NUEVA VIZCAYA,KASIBU,Papaya,3,1.45
NUEVA VIZCAYA,KASIBU,Peanuts,2,0.56
NUEVA VIZCAYA,KASIBU,Pechay,2,0.46
NUEVA VIZCAYA,KASIBU,Pechay (baguio),1,0.2
NUEVA VIZCAYA,KASIBU,Pepper - small green,10,5.3
NUEVA VIZCAYA,KASIBU,Pepper - sweet,6,1.31
NUEVA VIZCAYA,KASIBU,Pepper mint,2,0.7
NUEVA VIZCAYA,KASIBU,Pigeons,2,0
NUEVA VIZCAYA,KASIBU,Pigs or swine,1304,0
NUEVA VIZCAYA,KASIBU,Pili,1,1
NUEVA VIZCAYA,KASIBU,Pineapple,20,5.51
NUEVA VIZCAYA,KASIBU,Pomelo (suha),373,217.07
NUEVA VIZCAYA,KASIBU,Potato (patatas),31,11.07
NUEVA VIZCAYA,KASIBU,Pusit/Squid,1,0.3
NUEVA VIZCAYA,KASIBU,Rabbits and hares,10,0
NUEVA VIZCAYA,KASIBU,Rambutan,67,26.61
NUEVA VIZCAYA,KASIBU,Rattan,1,1.5
NUEVA VIZCAYA,KASIBU,Rattan fruit,1,1
NUEVA VIZCAYA,KASIBU,Rice/Palay,5177,3283.71
NUEVA VIZCAYA,KASIBU,Rubber,1,0.5
NUEVA VIZCAYA,KASIBU,Sheep,3,0
NUEVA VIZCAYA,KASIBU,Squash (kalabasa),338,215
NUEVA VIZCAYA,KASIBU,Strawberry,1,0.3
NUEVA VIZCAYA,KASIBU,String beans - harvested green (sitao),10,4.06
NUEVA VIZCAYA,KASIBU,Sugarcane,2,2.5
NUEVA VIZCAYA,KASIBU,Swan,1,0
NUEVA VIZCAYA,KASIBU,Sweet peas - harvested green (sitsaro),8,2.55
NUEVA VIZCAYA,KASIBU,Taro,41,8.11
NUEVA VIZCAYA,KASIBU,Tiger Grass,3,0.5
NUEVA VIZCAYA,KASIBU,Tigre grass,1,0.86
NUEVA VIZCAYA,KASIBU,Tilapia,193,10.53
NUEVA VIZCAYA,KASIBU,Tomato (kamatis),322,164.02
NUEVA VIZCAYA,KASIBU,Turkeys,39,0
NUEVA VIZCAYA,KASIBU,Ube,3,0.8
NUEVA VIZCAYA,KASIBU,Water melon,2,0.55
NUEVA VIZCAYA,KAYAPA,Ampalaya,13,2.97
NUEVA VIZCAYA,KAYAPA,Avocado,35,1.58
NUEVA VIZCAYA,KAYAPA,Bamboo (Kawayan),4,0
NUEVA VIZCAYA,KAYAPA,Banana,54,3.17
NUEVA VIZCAYA,KAYAPA,Basil,1,0.06
NUEVA VIZCAYA,KAYAPA,Beans - dry,788,287.4
NUEVA VIZCAYA,KAYAPA,Bellpepper (Green/Red),53,22.89
NUEVA VIZCAYA,KAYAPA,Betel Nut (Nga-nga),5,1
NUEVA VIZCAYA,KAYAPA,Black pepper,30,10.58
NUEVA VIZCAYA,KAYAPA,Broccoli,29,10.64
NUEVA VIZCAYA,KAYAPA,Buffaloes (Carabaos),289,0
NUEVA VIZCAYA,KAYAPA,Cabbage (repolyo),593,245.68
NUEVA VIZCAYA,KAYAPA,Cacao,8,0.62
NUEVA VIZCAYA,KAYAPA,Camote,220,68.5
NUEVA VIZCAYA,KAYAPA,Camote tops (talbos ng kamote),4,0.97
NUEVA VIZCAYA,KAYAPA,Carrot,125,58.2
NUEVA VIZCAYA,KAYAPA,Cassava (kamoteng kahoy),15,2.87
NUEVA VIZCAYA,KAYAPA,Cattle,366,0
NUEVA VIZCAYA,KAYAPA,Cauliflower,497,196.06
NUEVA VIZCAYA,KAYAPA,Celery (kinchai),15,2.71
NUEVA VIZCAYA,KAYAPA,Chayote,68,26.79
NUEVA VIZCAYA,KAYAPA,Chickens,2672,0
NUEVA VIZCAYA,KAYAPA,Chili (labuyo),51,14.86
NUEVA VIZCAYA,KAYAPA,Chinese Cabbage,77,31.23
NUEVA VIZCAYA,KAYAPA,Coconut,14,0.1
NUEVA VIZCAYA,KAYAPA,Coffee - other varieties,98,11.46
NUEVA VIZCAYA,KAYAPA,Coffee arabica,1,1
NUEVA VIZCAYA,KAYAPA,Common beans (habitchuelas),19,9.6
NUEVA VIZCAYA,KAYAPA,Common gourd (upo),1,0.05
NUEVA VIZCAYA,KAYAPA,Corn,104,47.6
NUEVA VIZCAYA,KAYAPA,Cucumber (pipino),123,48.57
NUEVA VIZCAYA,KAYAPA,Cut-flowers,23,6.8
NUEVA VIZCAYA,KAYAPA,Dogs and cats,453,0
NUEVA VIZCAYA,KAYAPA,Ducks,535,0
NUEVA VIZCAYA,KAYAPA,Eggplant (talong),68,20.17
NUEVA VIZCAYA,KAYAPA,Gabi tubers,56,15.56
NUEVA VIZCAYA,KAYAPA,Geese,14,0
NUEVA VIZCAYA,KAYAPA,Ginger (luya),221,81.4
NUEVA VIZCAYA,KAYAPA,Goats,176,0
NUEVA VIZCAYA,KAYAPA,Green Beans (Baguio Beans),98,39.62
NUEVA VIZCAYA,KAYAPA,Guyabano,33,0.9
NUEVA VIZCAYA,KAYAPA,Horses,3,0
NUEVA VIZCAYA,KAYAPA,Ipil-ipil,1,0.65
NUEVA VIZCAYA,KAYAPA,Jackfruit,16,0.37
NUEVA VIZCAYA,KAYAPA,Kalamansi,7,0.02
NUEVA VIZCAYA,KAYAPA,Lanzones,7,0
NUEVA VIZCAYA,KAYAPA,Lemon,4,0.75
NUEVA VIZCAYA,KAYAPA,Lettuce,13,3.27
NUEVA VIZCAYA,KAYAPA,Lime (Calamansi),3,0
NUEVA VIZCAYA,KAYAPA,Long Chili,5,1.88
NUEVA VIZCAYA,KAYAPA,Luyang dilaw,8,1.42
NUEVA VIZCAYA,KAYAPA,Mandarin (dalanghita),3,0.25
NUEVA VIZCAYA,KAYAPA,Mango,66,2.75
NUEVA VIZCAYA,KAYAPA,Okra,2,0.06
NUEVA VIZCAYA,KAYAPA,Onion bulbs (sibuyas),64,18.94
NUEVA VIZCAYA,KAYAPA,Onion shoot,6,1.04
NUEVA VIZCAYA,KAYAPA,Orange (dalandan),10,0.25
NUEVA VIZCAYA,KAYAPA,Ornamental Flowers,6,1.26
NUEVA VIZCAYA,KAYAPA,Other fruit-bearing trees and vines,53,25.95
NUEVA VIZCAYA,KAYAPA,Other fruit-bearing vegetables,1488,837.95
NUEVA VIZCAYA,KAYAPA,Other herbs and spices,1,0.25
NUEVA VIZCAYA,KAYAPA,Other industrial crops,6,3.5
NUEVA VIZCAYA,KAYAPA,Other leafy vegetables,446,222.5
NUEVA VIZCAYA,KAYAPA,Other leguminous plants,31,15.68
NUEVA VIZCAYA,KAYAPA,Other poultry,3,0
NUEVA VIZCAYA,KAYAPA,Other spices,1,0.25
NUEVA VIZCAYA,KAYAPA,Other tubers - roots and bulbs,7,2.92
NUEVA VIZCAYA,KAYAPA,Papaya,5,0
NUEVA VIZCAYA,KAYAPA,Parsley,1,0.2
NUEVA VIZCAYA,KAYAPA,Peanuts,37,10.71
NUEVA VIZCAYA,KAYAPA,Peas- dry (gisantes),9,2.82
NUEVA VIZCAYA,KAYAPA,Pechay,25,3.52
NUEVA VIZCAYA,KAYAPA,Pechay (baguio),2,0.5
NUEVA VIZCAYA,KAYAPA,Pepper - small green,104,35.48
NUEVA VIZCAYA,KAYAPA,Pepper - sweet,23,6.53
NUEVA VIZCAYA,KAYAPA,Pepper mint,2,0.45
NUEVA VIZCAYA,KAYAPA,Pigeon pea,3,0.34
NUEVA VIZCAYA,KAYAPA,Pigs or swine,661,0
NUEVA VIZCAYA,KAYAPA,Pineapple,4,2.25
NUEVA VIZCAYA,KAYAPA,Pomelo (suha),20,0.95
NUEVA VIZCAYA,KAYAPA,Potato (patatas),79,32.19
NUEVA VIZCAYA,KAYAPA,Rabbits and hares,4,0
NUEVA VIZCAYA,KAYAPA,Rambutan,20,0.32
NUEVA VIZCAYA,KAYAPA,Rattan,3,0
NUEVA VIZCAYA,KAYAPA,Rice/Palay,1742,965.77
NUEVA VIZCAYA,KAYAPA,Sheep,2,0
NUEVA VIZCAYA,KAYAPA,Soybeans,1,0.5
NUEVA VIZCAYA,KAYAPA,Spinach,1,0.25
NUEVA VIZCAYA,KAYAPA,Squash (kalabasa),85,34.71
NUEVA VIZCAYA,KAYAPA,Starapple (caimito),3,0
NUEVA VIZCAYA,KAYAPA,String beans - harvested green (sitao),136,43.45
NUEVA VIZCAYA,KAYAPA,Sweet peas - harvested green (sitsaro),107,38.59
NUEVA VIZCAYA,KAYAPA,Taro,101,29.07
NUEVA VIZCAYA,KAYAPA,Tiger Grass,2,0.5
NUEVA VIZCAYA,KAYAPA,Tilapia,1,0.05
NUEVA VIZCAYA,KAYAPA,Tomato (kamatis),1196,482.46
NUEVA VIZCAYA,KAYAPA,Turkeys,8,0
NUEVA VIZCAYA,KAYAPA,Turnip (sinkamas),1,0.25
NUEVA VIZCAYA,KAYAPA,Ube,9,4.04
NUEVA VIZCAYA,KAYAPA,Water melon,1,0.25
NUEVA VIZCAYA,KAYAPA,White Turtle Beans,1,0.05
NUEVA VIZCAYA,QUEZON,Ampalaya,4,1.75
NUEVA VIZCAYA,QUEZON,Avocado,2,0.11
NUEVA VIZCAYA,QUEZON,Bamboo (Kawayan),2,1.9
NUEVA VIZCAYA,QUEZON,Banana,332,202.6
NUEVA VIZCAYA,QUEZON,Beans - dry,83,36.75
NUEVA VIZCAYA,QUEZON,Bellpepper (Green/Red),2,0.61
NUEVA VIZCAYA,QUEZON,Betel Nut (Nga-nga),10,2.68
NUEVA VIZCAYA,QUEZON,Black pepper,2,0.35
NUEVA VIZCAYA,QUEZON,Buffaloes (Carabaos),576,0
NUEVA VIZCAYA,QUEZON,Cabbage (repolyo),8,2.4
NUEVA VIZCAYA,QUEZON,Cacao,7,6.89
NUEVA VIZCAYA,QUEZON,Camote,24,7.61
NUEVA VIZCAYA,QUEZON,Camote tops (talbos ng kamote),3,1.6
NUEVA VIZCAYA,QUEZON,Cassava (kamoteng kahoy),18,11.45
NUEVA VIZCAYA,QUEZON,Cattle,292,0
NUEVA VIZCAYA,QUEZON,Chayote,31,12.92
NUEVA VIZCAYA,QUEZON,Chickens,1159,0
NUEVA VIZCAYA,QUEZON,Chili (labuyo),5,1.87
NUEVA VIZCAYA,QUEZON,Chinese Cabbage,1,0.5
NUEVA VIZCAYA,QUEZON,Citronella,1,0.05
NUEVA VIZCAYA,QUEZON,Coconut,23,7.76
NUEVA VIZCAYA,QUEZON,Coffee - other varieties,13,7.8
NUEVA VIZCAYA,QUEZON,Coffee arabica,1,1
NUEVA VIZCAYA,QUEZON,Common beans (habitchuelas),1,0.03
NUEVA VIZCAYA,QUEZON,Corn,1776,1992.28
NUEVA VIZCAYA,QUEZON,crops for seed and seedling,1,0.3
NUEVA VIZCAYA,QUEZON,Cucumber (pipino),36,15.12
NUEVA VIZCAYA,QUEZON,Dogs and cats,8,0
NUEVA VIZCAYA,QUEZON,Dragon Fruit,4,1.6
NUEVA VIZCAYA,QUEZON,Ducks,492,0
NUEVA VIZCAYA,QUEZON,Durian,4,2.2
NUEVA VIZCAYA,QUEZON,Eggplant (talong),10,2.71
NUEVA VIZCAYA,QUEZON,Gabi tubers,19,7.25
NUEVA VIZCAYA,QUEZON,Geese,15,0
NUEVA VIZCAYA,QUEZON,Gemilina,1,0.55
NUEVA VIZCAYA,QUEZON,Ginger (luya),276,138
NUEVA VIZCAYA,QUEZON,Gmelina Arborea,6,3.81
NUEVA VIZCAYA,QUEZON,Goats,113,0
NUEVA VIZCAYA,QUEZON,Green Beans (Baguio Beans),4,6.5
NUEVA VIZCAYA,QUEZON,Guyabano,17,10.17
NUEVA VIZCAYA,QUEZON,Hito/Catfish,11,1.28
NUEVA VIZCAYA,QUEZON,Horses,1,0
NUEVA VIZCAYA,QUEZON,Jackfruit,2,2.1
NUEVA VIZCAYA,QUEZON,Kalamansi,7,2.76
NUEVA VIZCAYA,QUEZON,Lanzones,16,4.84
NUEVA VIZCAYA,QUEZON,Lemon,5,2.99
NUEVA VIZCAYA,QUEZON,Lime (Calamansi),13,6.54
NUEVA VIZCAYA,QUEZON,Long Chili,2,0.75
NUEVA VIZCAYA,QUEZON,Longgan,1,0.5
NUEVA VIZCAYA,QUEZON,Luyang dilaw,3,0.8
NUEVA VIZCAYA,QUEZON,Mandarin (dalanghita),21,13.5
NUEVA VIZCAYA,QUEZON,Mango,24,11.46
NUEVA VIZCAYA,QUEZON,Mangosteen,1,0.1
NUEVA VIZCAYA,QUEZON,Okra,2,0.25
NUEVA VIZCAYA,QUEZON,Orange (dalandan),7,5.2
NUEVA VIZCAYA,QUEZON,Other animals (e.g.,3,0
NUEVA VIZCAYA,QUEZON,Other crops for fiber production,3,3.89
NUEVA VIZCAYA,QUEZON,Other Fish,75,24.32
NUEVA VIZCAYA,QUEZON,Other fruit-bearing trees and vines,466,458.23
NUEVA VIZCAYA,QUEZON,Other fruit-bearing vegetables,571,408.54
NUEVA VIZCAYA,QUEZON,Other industrial crops,34,27.07
NUEVA VIZCAYA,QUEZON,Other leafy vegetables,133,74.32
NUEVA VIZCAYA,QUEZON,Other leguminous plants,63,60.83
NUEVA VIZCAYA,QUEZON,Other poultry,5,0
NUEVA VIZCAYA,QUEZON,Other temporary crops not reported elsewhere,2,0.4
NUEVA VIZCAYA,QUEZON,Other tubers - roots and bulbs,7,2.44
NUEVA VIZCAYA,QUEZON,Palm tree,1,1.87
NUEVA VIZCAYA,QUEZON,Papaya,1,0.02
