source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,activity,unit,physical_target,budget,length_km,allocation_method,source_note
isabela_6.xlsx,FMR,Isabela,VI,San Guillermo,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Villa Sanchez-Villa Rose FMR, Brgy Villa Sanchez and Villa Rose, San Guillermo, Isabela",Villa Sanchez and Villa Rose,,80000.00,5.40,direct municipality row,"Concreting of Brgy Villa Sanchez-Villa Rose FMR, Brgy Villa Sanchez and Villa Rose, San Guillermo, Isabela"
isabela_6.xlsx,FMR,Isabela,VI,San Isidro,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Ramos East FMR, Brgy. Ramos East, San Isidro, Isabela",Ramos East,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Ramos East FMR, Brgy. Ramos East, San Isidro, Isabela"
isabela_6.xlsx,FMR,Isabela,VI,San Isidro,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Quezon FMR, Brgy. Quezon, San Isidro, Isabela",Quezon,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Quezon FMR, Brgy. Quezon, San Isidro, Isabela"
isabela_6.xlsx,FMR,Isabela,VI,City of Cauayan,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Baculod-Brgy Dianao FMR, Brgy. Baculod and Brgy Dianao, Cauayan City, Cagayan",Baculod,,22500.00,1.50,direct municipality row,"Concreting of Brgy Baculod-Brgy Dianao FMR, Brgy. Baculod and Brgy Dianao, Cauayan City, Cagayan"
isabela_6.xlsx,FMR,Isabela,VI,City of Cauayan,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Cabugao-Brgy Sinippil FMR, Brgy Cabugao and Brgy Sinippil, Cauayan City, Cagayan",Cabugao and Sinippil,,25500.00,1.70,direct municipality row,"Concreting of Brgy Cabugao-Brgy Sinippil FMR, Brgy Cabugao and Brgy Sinippil, Cauayan City, Cagayan"
isabela_6.xlsx,FMR,Isabela,VI,City of Cauayan,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Pinoma FMR, Brgy. Pinoma, Cauayan City, Isabela",Pinoma,,19500.00,1.30,direct municipality row,"Concreting of Brgy Pinoma FMR, Brgy. Pinoma, Cauayan City, Isabela"
isabela_6.xlsx,SAAD,Isabela,VI,San Isidro,2027,SAAD,,,,,c.1 Beneficiary Profiling conducted,group,3.00,0.00,,remarks municipality split,San Isidro           
isabela_6.xlsx,SAAD,Isabela,VI,San Isidro,2027,SAAD,,,,,c.2 Database Uploading conducted,group,3.00,0.00,,remarks municipality split,San Isidro           
isabela_6.xlsx,SAAD,Isabela,VI,San Isidro,2027,SAAD,,,,,2.1 HVC-based Project distributed,group,3.00,1516.00,,remarks municipality split,San Isidro           
isabela_6.xlsx,SAAD,Isabela,VI,San Isidro,2027,SAAD,,,,,3.1 Market-related trainings conducted,number,3.00,0.00,,remarks municipality split,San Isidro           
isabela_6.xlsx,SAAD,Isabela,VI,San Isidro,2027,SAAD,,,,,3.2 Partially established CBEs,group,1.00,0.00,,remarks municipality split,San Isidro           
isabela_6.xlsx,PRDP,Isabela,VI,Echague,2027,PRDP,,,,,Rehabilitation/Concreting of Villa Rey-San Carlos FMR,"Villa Rey, San Carlos",,284726.00,16.13,direct municipality row,Rehabilitation/Concreting of Villa Rey-San Carlos FMR
isabela_6.xlsx,PRDP,Isabela,VI,San Isidro,2027,PRDP,,,,,Construction of San Isidro Warehouse with Solar Dryer,Gomez,,15000.00,,direct municipality row,Construction of San Isidro Warehouse with Solar Dryer
isabela_6.xlsx,PRDP,Isabela,VI,City of Cauayan,2027,PRDP,,,,,Construction of Cauayan City Warehouse,San Pablo,,15000.00,,direct municipality row,Construction of Cauayan City Warehouse
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Kasibu,2027,HALAL,,,,,2. Halal Product Certification Assistance,,1.00,500.00,,remarks municipality split,Kasibu           
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Kasibu,2027,HALAL,,,,,"4. Training on Halal Compliance, Certification, and Export Requirements (Ube & Coffee)",number,1.00,50.00,,remarks municipality split,Kasibu           
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Kasibu,2027,HALAL,,,,,5. Training on Postharvest Handling,number,1.00,50.00,,remarks municipality split,Kasibu           
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Dupax del Sur,2027,HALAL,,,,,Provision of Coffee Drip Irrigation System,number,1.00,1100.00,,remarks municipality split,"Kasibu, Kayapa, Ambaguio, Dupax Del Sur, Bagabag           "
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Ambaguio,2027,HALAL,,,,,Provision of Coffee Drip Irrigation System,number,1.00,1100.00,,remarks municipality split,"Kasibu, Kayapa, Ambaguio, Dupax Del Sur, Bagabag           "
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Bagabag,2027,HALAL,,,,,Provision of Coffee Drip Irrigation System,number,1.00,1100.00,,remarks municipality split,"Kasibu, Kayapa, Ambaguio, Dupax Del Sur, Bagabag           "
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Kayapa,2027,HALAL,,,,,Provision of Coffee Drip Irrigation System,number,1.00,1100.00,,remarks municipality split,"Kasibu, Kayapa, Ambaguio, Dupax Del Sur, Bagabag           "
nueva_vizcaya.xlsx,HALAL,Nueva Vizcaya,LONE,Kasibu,2027,HALAL,,,,,Provision of Coffee Drip Irrigation System,number,1.00,1100.00,,remarks municipality split,"Kasibu, Kayapa, Ambaguio, Dupax Del Sur, Bagabag           "
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2025,Farm-to-Market Roads,,,,,"Concreting of Baretbet-Pogonsino Section FMR, Brgy. Baretbet-Pogonsino, Bagabag, Nueva Vizcaya",Baretbet-Pogonsino,,15000.00,1.00,direct municipality row,"Concreting of Baretbet-Pogonsino Section FMR, Brgy. Baretbet-Pogonsino, Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2025,Farm-to-Market Roads,,,,,"Opening and Concreting of Tay-a-Santor FMR, Brgy. Murong, Bagabag, Nueva Vzicaya","Murong, Bagabag",,20000.00,1.33,direct municipality row,"Opening and Concreting of Tay-a-Santor FMR, Brgy. Murong, Bagabag, Nueva Vzicaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2025,Farm-to-Market Roads,,,,,"Opening and Concreting of FMR at Brgy. Quirino - San Geronimo , Bagabag, Nueva Vizcaya",Quirino - San Geronimo,,30000.00,2.00,direct municipality row,"Opening and Concreting of FMR at Brgy. Quirino - San Geronimo , Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2025,Farm-to-Market Roads,,,,,"Upgrading of Baretbet- Dumayop-Masina FMR,Brgy. Baretbet, Bagabag, Nueva Vizcaya",Baretbet,,20000.00,1.33,direct municipality row,"Upgrading of Baretbet- Dumayop-Masina FMR,Brgy. Baretbet, Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2025,Farm-to-Market Roads,,,,,"Upgrading/Concreting of Santiago Road FMR , Sitio Amballo North - Amballo South, Brgy. Baretbet, Bagabag, Nueva Vizcaya",Baretbet,,30000.00,2.00,direct municipality row,"Upgrading/Concreting of Santiago Road FMR , Sitio Amballo North - Amballo South, Brgy. Baretbet, Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bambang,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Dinili FMR, Brgy. Calaocan, Bambang, Nueva Vizcaya",Dinili- Calaocan,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Dinili FMR, Brgy. Calaocan, Bambang, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kayapa,2025,Farm-to-Market Roads,,,,,"Concreting of Cabayo- Balete FMR, Brgy. Cabayo- Balete, Kayapa, Nueva Vizcaya","Cabayo- Balete, Kayapa, Nueva Vizcaya",,15000.00,1.00,direct municipality row,"Concreting of Cabayo- Balete FMR, Brgy. Cabayo- Balete, Kayapa, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kasibu,2025,Farm-to-Market Roads,,,,,"Concreting of Nantawakan FMR, Brgy. Nantawakan, Kasibu, Nueva Vizcaya","Nantawakan, Kasibu, Nueva Vizcaya",,10000.00,0.67,direct municipality row,"Concreting of Nantawakan FMR, Brgy. Nantawakan, Kasibu, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bambang,2026,Farm-to-Market Roads,,,,,"Concreting of Mapatang San Fernando FMR, Brgy. San Fernando, Bambang, Nueva Vizcaya",San Fernando,,30000.00,2.00,direct municipality row,"Concreting of Mapatang San Fernando FMR, Brgy. San Fernando, Bambang, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bambang,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Barat- Brgy. Macalanga-Brgy. Pallas-Brgy. Salinas FMR, Bambang, Nueva Vizcaya",Barat,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Barat- Brgy. Macalanga-Brgy. Pallas-Brgy. Salinas FMR, Bambang, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Santa Fe,2026,Farm-to-Market Roads,,,,,"Concreting of Pallay Unib FMR, Brgy. Unib Sta. Fe Nueva Vizcaya",Pallay Unib,,15000.00,1.00,direct municipality row,"Concreting of Pallay Unib FMR, Brgy. Unib Sta. Fe Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Alfonso Castaneda,2026,Farm-to-Market Roads,,,,,"Concreting of Purok 6 to Purok 10 FMR, Brgy. Lublub, Alfonso Castañeda, Nueva Vizcaya",Lublub,,15000.00,1.00,direct municipality row,"Concreting of Purok 6 to Purok 10 FMR, Brgy. Lublub, Alfonso Castañeda, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Santa Fe,2026,Farm-to-Market Roads,,,,,"Concreting of Purok 4, Brgy. Baracbac FMR, Brgy. Baracbac, Santa Fe, Nueva Vizcaya",Baracbac,,15000.00,1.00,direct municipality row,"Concreting of Purok 4, Brgy. Baracbac FMR, Brgy. Baracbac, Santa Fe, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Santa Fe,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Calitlitan to Brgy. Buyasyas FMR, Brgy. Calitlitan, Aritao and Brgy. Buyasyas,",Calitlitan,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Calitlitan to Brgy. Buyasyas FMR, Brgy. Calitlitan, Aritao and Brgy. Buyasyas,"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Aritao,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Balite FMR, Brgy. Balite, Aritao, Nueva Vizcaya",Balite,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Balite FMR, Brgy. Balite, Aritao, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Aritao,2026,Farm-to-Market Roads,,,,,"Concreting of Sitio Mabauang (Upper and Lower) FMR, Brgy. Beti, Aritao, Nueva Vizcaya",Beti,,15000.00,1.00,direct municipality row,"Concreting of Sitio Mabauang (Upper and Lower) FMR, Brgy. Beti, Aritao, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bayombong (Capital),2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Busilac, Sitio Simmusu and Sitio Pacpaco, Purok 7 FMR, Brgy. Busilac, Bayombong, Nueva Vizcaya Nueva Vizcaya",Busilac,,25000.00,1.67,direct municipality row,"Concreting of Brgy. Busilac, Sitio Simmusu and Sitio Pacpaco, Purok 7 FMR, Brgy. Busilac, Bayombong, Nueva Vizcaya Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bayombong (Capital),2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Cabuaan, Ladao Road, Purok 4 FMR, Brgy. Cabuaan, Bayombong, Nueva Vizcaya",Cabuaan,,20000.00,1.33,direct municipality row,"Concreting of Brgy. Cabuaan, Ladao Road, Purok 4 FMR, Brgy. Cabuaan, Bayombong, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bayombong (Capital),2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Magapuy, Purok 6, Bantil Road FMR, Brgy. Magapuy,",Magapuy,,20000.00,1.33,direct municipality row,"Concreting of Brgy. Magapuy, Purok 6, Bantil Road FMR, Brgy. Magapuy,"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Dupax del Sur,2026,Farm-to-Market Roads,,,,,"Concreting of Kimbutan (Purok Gunot-Pinakdetan) FMR, Brgy. Kimbutan, Dupax del Sur, Nueva Vizcaya",Kimbutan,,15000.00,1.00,direct municipality row,"Concreting of Kimbutan (Purok Gunot-Pinakdetan) FMR, Brgy. Kimbutan, Dupax del Sur, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kasibu,2026,Farm-to-Market Roads,,,,,"Construction of Brgy. Pao FMR, Brgy. Pao, Kasibu, Nueva Vizcaya",Pao,,10000.00,1.00,direct municipality row,"Construction of Brgy. Pao FMR, Brgy. Pao, Kasibu, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Villaverde,2026,Farm-to-Market Roads,,,,,"Concreting of Sawmill FMR, Brgy. Sawmill, Villaverde, Nueva Vizcaya",Sawmill,,15000.00,1.00,direct municipality row,"Concreting of Sawmill FMR, Brgy. Sawmill, Villaverde, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kayapa,2026,Farm-to-Market Roads,,,,,"Concreting of Pantal-Pinayag, Gubot, Latbang FMR, Brgy. Pinayag, Kayapa, Nueva Vizcaya",Pinayag,,15000.00,1.00,direct municipality row,"Concreting of Pantal-Pinayag, Gubot, Latbang FMR, Brgy. Pinayag, Kayapa, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Ambaguio,2027,Farm-to-Market Roads,,,,,"Construction of Natebwek-Bacwit FMR, Brgy. Poblacion, Ambaguio, Nueva Vizcaya",Poblacion,,21700.00,1.40,direct municipality row,"Construction of Natebwek-Bacwit FMR, Brgy. Poblacion, Ambaguio, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kayapa,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Babadi (Ganza-Buhlangan) FMR, Brgy. Babadi, Kayapa, Nueva Vizcaya",Babadi,,26350.00,1.70,direct municipality row,"Concreting of Brgy Babadi (Ganza-Buhlangan) FMR, Brgy. Babadi, Kayapa, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kasibu,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Macalong (Cell Site) FMR, Brgy Macalong, Kasibu, Nueva Vizcaya",Macalong,,15500.00,1.00,direct municipality row,"Concreting of Brgy Macalong (Cell Site) FMR, Brgy Macalong, Kasibu, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Alfonso Castaneda,2027,Farm-to-Market Roads,,,,,"Concreting of Balintogon-Diwakwak FMR, Brgy. Lublub, Alfonso Castañeda, Nueva Vizcaya",Lublub,,27900.00,1.80,direct municipality row,"Concreting of Balintogon-Diwakwak FMR, Brgy. Lublub, Alfonso Castañeda, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Dupax del Sur,2027,Farm-to-Market Roads,,,,,"Concreting of Carolotan (Dalayap) - Ganao- Sanguit FMR, Brgy. Carolotan, Dupax del Sur, Nueva Vizcaya",Carolotan,,48050.00,3.10,direct municipality row,"Concreting of Carolotan (Dalayap) - Ganao- Sanguit FMR, Brgy. Carolotan, Dupax del Sur, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Santa Fe,2027,Farm-to-Market Roads,,,,,"Concreting of Tactac-Atbu FMR, Brgy. Atbu, Sta. Fe, Nueva Vizcaya",Tactac,,15500.00,1.00,direct municipality row,"Concreting of Tactac-Atbu FMR, Brgy. Atbu, Sta. Fe, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Santa Fe,2027,Farm-to-Market Roads,,,,,"Concreting of Villaflores to Tac-tac FMR, Brgy. Villaflores, Santa Fe, Nueva Vizcaya",Villaflores,,43400.00,2.80,direct municipality row,"Concreting of Villaflores to Tac-tac FMR, Brgy. Villaflores, Santa Fe, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kasibu,2027,Farm-to-Market Roads,,,,,"Concreting of Joker Section-Brgy Biyoy FMR, Brgy. Camamasi, Kasibu, Nueva Vizcaya",Camamasi,,18445.00,1.19,direct municipality row,"Concreting of Joker Section-Brgy Biyoy FMR, Brgy. Camamasi, Kasibu, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Kayapa,2027,Farm-to-Market Roads,,,,,"Concreting of Acacia-Binalian (Padang to Centro Section) FMR, Brgy. Acacia, Kayapa, Nueva Vizcaya",Acacia,,91915.00,5.93,direct municipality row,"Concreting of Acacia-Binalian (Padang to Centro Section) FMR, Brgy. Acacia, Kayapa, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Ambaguio,2027,Farm-to-Market Roads,,,,,"Concreting of Labbi FMR, Brgy Tiblac, Ambaguio, Nueva Vizcaya",Tiblac,,37975.00,2.45,direct municipality row,"Concreting of Labbi FMR, Brgy Tiblac, Ambaguio, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Diadi,2027,Farm-to-Market Roads,,,,,"Concreting of Guyabano Road FMR, Brgy San Pablo, Diadi, Nueva Vizcaya",San Pablo,,15500.00,1.00,direct municipality row,"Concreting of Guyabano Road FMR, Brgy San Pablo, Diadi, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Diadi,2027,Farm-to-Market Roads,,,,,"Concreting of Purok 5 (Burburnay) FMR, Brgy. Duruarog, Diadi, Nueva Vizcaya",Duruarog,,29140.00,1.88,direct municipality row,"Concreting of Purok 5 (Burburnay) FMR, Brgy. Duruarog, Diadi, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2027,Farm-to-Market Roads,,,,,"Upgrading of Amballo South-Mantanibong FMR, Brgy. Baretbet, Bagabag, Nueva Vizcaya",Baretbet,,22010.00,1.42,direct municipality row,"Upgrading of Amballo South-Mantanibong FMR, Brgy. Baretbet, Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bagabag,2027,Farm-to-Market Roads,,,,,"Concreting of Murong (Kateppangan) - Careb FMR, Brgy. Murong, Bagabag, Nueva Vizcaya",Murong,,24800.00,1.60,direct municipality row,"Concreting of Murong (Kateppangan) - Careb FMR, Brgy. Murong, Bagabag, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Villaverde,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Bintawan Sur (Lalatton to Mapaina) FMR, Villaverde, Nueva Vizcaya",Bintawan sur,,23250.00,1.50,direct municipality row,"Concreting of Brgy Bintawan Sur (Lalatton to Mapaina) FMR, Villaverde, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bayombong (Capital),2027,Farm-to-Market Roads,,,,,"Concreting of Casat-Masoc (Perez Road) FMR, Brgy Casat, Bayombong, Nueva Vizcaya",Casat,,15500.00,1.00,direct municipality row,"Concreting of Casat-Masoc (Perez Road) FMR, Brgy Casat, Bayombong, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bayombong (Capital),2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Bansing (Purok 4 to Purok 3) FMR, Bayombong, Nueva Vizcaya",Bansing,,15500.00,1.00,direct municipality row,"Concreting of Brgy Bansing (Purok 4 to Purok 3) FMR, Bayombong, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Quezon,2027,Farm-to-Market Roads,,,,,"Upgrading of Abroad-Dumaliguia FMR, Brgy Runruno, Quezon, Nueva Vizcaya",Runruno,,17050.00,1.10,direct municipality row,"Upgrading of Abroad-Dumaliguia FMR, Brgy Runruno, Quezon, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Quezon,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Bonifacio (Burburnay) FMR, Brgy. Bonifacio, Quezon, Nueva Vizcaya",Bonifacio,,20150.00,1.30,direct municipality row,"Concreting of Brgy Bonifacio (Burburnay) FMR, Brgy. Bonifacio, Quezon, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Dupax del Norte,2027,Farm-to-Market Roads,,,,,"Concreting of Pelagio Street FMR, Brgy Inaban, Brgy. Inaban, Dupax del Norte, Nueva Vizcaya",Inaban,,15500.00,1.00,direct municipality row,"Concreting of Pelagio Street FMR, Brgy Inaban, Brgy. Inaban, Dupax del Norte, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Dupax del Norte,2027,Farm-to-Market Roads,,,,,"Concreting of Malasin (Accon)-Canabay FMR, Brgy. Malasin, Dupax del Norte, Nueva Vizcaya",Malasin,,15500.00,1.00,direct municipality row,"Concreting of Malasin (Accon)-Canabay FMR, Brgy. Malasin, Dupax del Norte, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bambang,2027,Farm-to-Market Roads,,,,,"Concreting of Sto Domingo West FMR, Brgy. Sto. Domingo West, Bambang, Nueva Vizcaya",Sto Domingo West,,18290.00,1.18,direct municipality row,"Concreting of Sto Domingo West FMR, Brgy. Sto. Domingo West, Bambang, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Bambang,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Indiana (Kabayabasan to Purok 2) FMR, Brgy. Indiana, Bambang, Nueva Vizcaya",Indiana,,23250.00,1.50,direct municipality row,"Concreting of Brgy Indiana (Kabayabasan to Purok 2) FMR, Brgy. Indiana, Bambang, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Aritao,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Ocao-Capiniaan FMR, Brgy. Ocao to Brgy. Capiniaan, Aritao, Nueva Vizcaya",Ocao-Capiniaan,,23250.00,1.50,direct municipality row,"Concreting of Brgy. Ocao-Capiniaan FMR, Brgy. Ocao to Brgy. Capiniaan, Aritao, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Aritao,2027,Farm-to-Market Roads,,,,,"Concreting of Upper Baan FMR, Brgy. Upper Baan, Aritao, Nueva Vizcaya",Baan,,27900.00,1.80,direct municipality row,"Concreting of Upper Baan FMR, Brgy. Upper Baan, Aritao, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Solano,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Wacal FMR, Wacal, Brgy. Wacal, Solano, Nueva Vizcaya",Wacal,,15500.00,1.00,direct municipality row,"Concreting of Brgy. Wacal FMR, Wacal, Brgy. Wacal, Solano, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Solano,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Quirino FMR, Brgy. Quirino, Solano, Nueva Vizcaya",Quirino,,17515.00,1.13,direct municipality row,"Concreting of Brgy Quirino FMR, Brgy. Quirino, Solano, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Dupax del Sur,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Mangayang (Ambueyo) FMR, Brgy. Mangayang, Dupax del Sur, Nueva Vizcaya",Mangayang,,17050.00,1.10,direct municipality row,"Concreting of Brgy Mangayang (Ambueyo) FMR, Brgy. Mangayang, Dupax del Sur, Nueva Vizcaya"
nueva_vizcaya.xlsx,FMR,Nueva Vizcaya,LONE,Alfonso Castaneda,2027,Farm-to-Market Roads,,,,,"Construction of Purok 4 FMR, Brgy Galintuja, Alfonso Castañeda, Nueva Vizcaya",Galintuha,,15500.00,1.00,direct municipality row,"Construction of Purok 4 FMR, Brgy Galintuja, Alfonso Castañeda, Nueva Vizcaya"
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,c.1 Beneficiary Profiling conducted,group,6.00,0.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,c.2 Database Uploading conducted,group,6.00,0.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,1. HVC-based Project distributed,group,6.00,6108.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,2. Specialized Trainings conducted,number,2.00,160.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,1. Market-related trainings conducted,number,5.00,0.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,SAAD,Nueva Vizcaya,LONE,Villaverde,2027,SAAD,,,,,2. Partially established CBEs,group,3.00,0.00,,remarks municipality split,Villaverde Amabguio           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Dupax del Norte,2027,4Ks,,,,,Upland Vegetables,no. of kg distributed,111.92,343.92,,remarks municipality split,Dupax Del Norte and Kayapa           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Kayapa,2027,4Ks,,,,,Upland Vegetables,no. of kg distributed,111.92,343.92,,remarks municipality split,Dupax Del Norte and Kayapa           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Dupax del Norte,2027,4Ks,,,,,Lowland Vegetables,no. of kg distributed,13.70,74.17,,remarks municipality split,Dupax Del Norte and Kayapa           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Kayapa,2027,4Ks,,,,,Lowland Vegetables,no. of kg distributed,13.70,74.17,,remarks municipality split,Dupax Del Norte and Kayapa           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Dupax del Norte,2027,4Ks,,,,,Organic Fertilizer,no. of kg distributed,1000.00,10.00,,remarks municipality split,Dupax Del Norte and Kayapa           
nueva_vizcaya.xlsx,4Ks,Nueva Vizcaya,LONE,Kayapa,2027,4Ks,,,,,Organic Fertilizer,no. of kg distributed,1000.00,10.00,,remarks municipality split,Dupax Del Norte and Kayapa           
